yng	ய்ங்
tabaarak	ஆயரக்
taavetti	காெத்தி
taats	பாத்ஸ்
taasia	ஆஸ
taaraism	ஆர்ஐஎம்
taape	ஆபே
taaneets	வானேஸ்
taamei	ஆமி
taalunie	ஆல்முனி
taaita	ஆத
taa-chit	தாஹீத்
szulik	உளிக்
szukam	உகம்
sztuki	துகி
sztandar	தண்டலர்
szpilman	பில்மான்
szondi	ஒண்டி
szilassi	இலஷ்மி
szepsi	எப்ஸி
szeemann	ஏமனின்
szapar	அபர்
szamos	அமொஸ்
szalai	அளை
szakalya	அகல்யா
syu	யு
syuzma	யும
syslak	ஸ்லக்
syriis	ரீஸ்
syresham	ரெக்ஸ்ஹம்
syrena	யென
syraic	யைச்
syrahs	ரஃஸ்
sypave	பவெ
syo	யொ
syoni	யோனி
synni	யெண்ணி
synnar	ன்னர்
syncolon	யின்சோன்
synar	யினர்
synan	யுனன்
symons	மொன்ஸ்
symond	மொண்ட்
symens	மென்ஸ்
sylla	யல்ல
sylenko	யெலென்கோ
syleena	யெலேனா
sylan	டய்லன்
syksii	க்ஸீ
sye	யெ
syers	யெர்க்ஸ்
syene	யெனே
syeed	யெவெட்
syedna	யென
syedi	யெண்டி
syden	எய்டென்
sycurium	சுறிலும்
sycara	சற
syburi	யுரி
syarikat	அறிகைத்
syarif	அரிஃப்
syahab	யஹ
swithelm	வித்ஹெல்ம்
swinny	இன்ஞ்
swinka	இன்க
swingler	விங்ளெர்
swinglei	ஸ்விங்ளி
swinge	ஸிங்
swindell	இண்டெலில்
swerts	எர்த்ஸ்
swerin	எரின்
swentana	எந்தந்த
swendi	என்டி
sweetnam	ஏதெனம்
sweers	ஏர்ஸ்
sweeds	ஏட்ஸ்
swayam	அயம்
swatar	அதர்
swarup	அருப்
swarni	அர்னி
swarnala	அறநல
swarling	கர்லிங்
swarat	அறத்
swaran	அரண்
swapan	அபன்
swanti	அந்தி
swanpool	தன்போல்
swanne	அண்ணெ
swanilda	அணில்டா
swamimalai	ஆமைமலை
swamikal	அமின்கள்
swamee	அமே
swalla	அல்ல
swails	ஐல்ஸ்
swaidi	ஐடி
swaham	அஹம்
swadling	மட்லிங்
swadel	அடெல்
svyataya	வயதா
svratka	வரத்கர்
svorta	வொர்த்
svlis	வுலிஸ்
svlad	வெலட்
svitlana	விழந்த
svinøy	விஞ்
Šviesa	விஎஸ்
sviat	விழத்
svevia	வெவ
sveum	வெறும்
svetla	வெல
sveti	வெதிப்
sveta	வேத
svetambara	வேதமற்ற
sveske	ஸ்வே
sverre	வெரெ
sverok	வெர்க்
sverker	வெர்கெரா
sverdlov	வெர்டோவ்
sventy	வெஞ்
svenssen	ரென்ஷென்
svenolov	வென்சோவ்
svenhard	வென்ஹாட்
svene	வெண்ணெ
svendsen	வென்ட்ஸின்
svendler	வென்டெர்ஸ்
svema	வேம
svein	வெயின்
svehla	வெல
sveda	வெட்ப
svedala	வெடிகல
svecoman	வெல்ச்மன்
svealand	வல்கண்ட்
svatantr	அதன்தற்
sva-tantra	ஸ்வதந்திர
svartz	வர்த்
svarthamar	வார்ஹாமர்
svartå	வர்த்
svarnadi	வன்படி
svarek	வர்க்
svarc	வர்ச
svans	வான்ஸ்
svaning	வார்னிங்
svane	வண்டெ
svairini	ஐரீனி
suþan	ஸுதன்
suzumiya	உறுமிய
suzuka	ஊக
suzman	உமன்
suyin	துயின்
suydam	உயம்
suyapa	உயா்
suyama	யம
suvin	நுவின்
suver	குவெர்
suvendrini	குவெண்டினின்
suvasa	உவா்
suvadive	வடிவே
suvača	உவா்
suuret	ஊர்த்
suurbi	ஊறி
sutya	உதய
sutum	உந்தும்
suttungr	முத்துங்
suttree	புத்தரே
suttie	உத்தி
sutrakaras	சித்ரகரஸ்
sutowo	உதோ
sutoro	உதோ
suton	உதோன்
sutong	தொங்
sutomo	உதோ
sutoku	தொகு
sutoko	உதோ
sutla	உதல
sutlan	உளன்
sutiyoso	ஊதியோ
sutil	புதில்
sutikalh	உந்திகள்
sutic	உத்திச்
suthin	உதின்
sutherland	சுதெர்லான்ட்
suthat	உஹத்
suter	ஹுதெர்
suteri	தெரி
sutera	உத்ர
sutek	லுதெக்
suteev	தேவ்
sutas	உதாஸ்
sutane	உதன்
sutaio	உதை
susurluk	ஊரெழுக்
susuniya	ஊனியா
susuli	ஊழி
susta	உஸ்தா
sussmann	துஷ்மன்
sussling	ஷிலிங்
susskind	புஷ்கின்
sussanah	குஷாஹ்
sussac	உஷ
susmen	உமென்
susin	ருஸின்
susianum	ஷானும்
sushri	உஸ்ரி
susarla	சுஸர்லா
susap	முஸ்அப்
susanoo	உஸ்மனோவ்
susanin	ஹுஸைனின்
susam	உஸ்னம்
susai	உஷை
sûr	ஸ்ர்
Šur	உர்
suryya	உய்ய
survia	உர்வி
survei	உர்வி
surval	உவள்
suruya	உருய்
surur	குருர்
surui	உருமி
surts	குர்த்ஸ்
surti	உறிதி
sursee	உரே
sursa	உர்ஸா
sursam	உரம்
surrain	உற்றாரின்
suroso	உரோ
suroor	றோர்
suroc	உரோச்
surnam	உரம்
Šurmin	உர்மி
surmelin	இர்மெலின்
surmang	குர்மாங்
Šurmanci	சுர்மணி
surmalu	உறுமலும்
surks	துர்க்ஸ்
surke	உர்கென்
surjani	மூர்ஜனி
suriyendra	உரியரென்ற
surius	உருஸ்
surit	உறிதி
suris	துரிஸ்
surin	உர்சின்
surinus	உர்சீனுஸ்
suriname	சுரிநம்
surinaamse	சுரினாமே
surimarrat	உருமாற்றத்
suriel	உரில்
surice	உரிச்
suria	உரிய
suriania	உரிைம
surhak	உரக்
surgut	உருத்
surgal	உறல்
surfie	உர்ஃபி
surete	உரே
suren	துரென்
surender	ரெய்ண்டெர்
surem	புரெம்
sureluck	ஊரெழுக்
surdus	உருஸ்
surduc	உருச்
surdi	புர்டி
surdam	உரம்
surayud	உரையுடன்
surayt	உரத்
surawana	குரான
suratte	புரத்தே
surasi	உரை
surapala	உற்பலை
surapadman	புராட்மான்
Šurany	உரண்
suramadu	ஜுராடு
suraj	சுரஜ்
surajlal	உறழ்தல்
surad	சுரட்
surabaya	உராயச்
supyan	உபன்
supung	புங்
supro	உம்ப்ரொ
suprep	ப்ரெப்
supramar	பரமர்
supporti	முப்பொதி
suppaman	உப்பான
supove	பொவெ
supnik	உபிக்
suplee	ப்ளே
supinger	பிங்கெர்
supilinn	பிளின்னி
supide	பிடெ
superx	உபெர்
supervan	பெற்ற்வன்
supernum	பெரெனும்
supermanic	பெருமனைச்
supermac	பெருமச்
superjam	பெரிஜம்
superh	உபெர்
superc	உபெர்
supercor	பெர்சோர்
superano	பெறனோ
superama	பெரமர்
super6	உபெர்
super3	உபெர்
super2	உபெர்
supenn	பென்ன்
supek	உஸ்பெக்
supein	உபின்
supeco	பெசொ
supay	ஹுபய்
supave	பவெ
supasang	சுபாங்
supant	பந்த்
supani	பனி
supai	உப்பை
supacat	உபசக்தி
suoyin	ஒயின்
suoyarvi	உயர்வின்
suong	உமொங்
suolle	உள்ளெ
sunzal	உணல்
sunyol	ஞொள்
sunyani	உஞ்சனை
sunwar	உணர்
sunuu	உனூர்
sunuci	ஊசி
sunsum	உனும்
sunspel	மூன்ஸ்பெல்
sunsin	உணின்
sunray	உனய்
sunrail	முன்றலில்
sunpu	முன்பு
sunomata	உன்மத்த
sunnucks	சுன்னுக்ஸ்
sunno	உன்னோ
sunnie	உண்ணி
sunndi	உண்டி
sunman	உமன்
sunkland	முன்கண்ட
sunki	உங்கி
sunium	உனும்
sunit	சுனித்
sunir	ஊனிர்
sunion	உணின்
suning	நிங்
sunim	முனிம்
sunil	சுனில்
sunidata	ஜுனிடா
sunhak	உணக்
sungkono	சுங்கோ
sungay	உனய்
sunes	ஃபுனெஸ்
sundui	உண்டி
sunduan	குண்டுகண்
sundt	உண்டது
sunds	ஹுன்ட்ஸ்
sundrium	உண்டியும்
sundo	உண்டோ
sundon	உடொன்
sundman	ஹுன்ட்ச்மன்
sundlink	புண்டலிக்
sundling	புன்டிங்
sundita	துண்டித்த
sunde	உண்டே
sundevil	புனெவில்
sunderji	குண்டெறி
sunderda	உண்டென்ற
sundei	உண்டி
sundebru	உண்டென்று
suncook	ஃபுண்ட்சோக்
suncin	உசின்
sunchild	குன்ஹில்ட்
suncat	உசத்
sunas	உன்னஸ்
sunarto	உணர்ந்தோ
sunars	நர்ஸ்
sunako	உநஒ
sunakawa	உனக்கா
sunair	னைற்
sunago	உநஒ
sunada	உணா
sunaba	உணா
sumur	துமுர்
sumuru	முரு
sumulong	ஊலோங்
sumual	உமல்
sumthing	லும்திங்
sumru	உமரு
sumra	உம்ரா
Šumperk	ப்ளும்பெர்க்
sumpa	உம்பல்
sumpango	டும்பங்
sumomo	மொமொ
summeren	ஜும்மேன்
summanus	உம்மானு
summanum	அம்மனும்
sumlin	உளின்
sumita	மித
sumitaka	மிதக்க
sumitada	சுமிதா
sumilang	மில்லங்
sumiko	உமிக்
sumien	உமென்
sumhuram	உட்முறம்
sumeru	மெரு
sumers	மெர்ஸ்
sumerina	மெரினா
sumenu	மெனு
sümela	மெள
sumela	மெள
sumayyah	உமய்யா
sumava	உமா
sumatrae	சுமத்ர
sumatera	மதெர்ஸ
sumas	உமன்ஸ்
sumarsam	குமரம்
sumala	மழ
sulya	உலிய
sulur	உளூர்
sulumayi	உலுாயி
suluan	உளன்
sulṭan	உளன்
sultanah	உழதன
sulpice	உலூபிசெ
sulon	உலோன்
sulod	புலொட்
sulma	உல்மர்
sullo	உள்ளோ
sulley	உள்ளெ
sullevan	உள்ளவன்
sullae	உள்ளெ
sulivane	சுலிவன்
sulit	ஊழித்
sulis	வுலிஸ்
suline	லினெ
sulina	உள்ன
sulim	குலிம்
sulien	உளின்
sulieman	உழைமண்
sulic	புலிச்
suler	குலெர்
sulen	உளேன்
sulene	உலே
sulek	உலெக்ஸ்
suleiman	உழைமண்
sulede	உலே
suldus	உலுஸ்
suldal	உழல்
sulcer	உசெர்
Šulca	உழ்சா
sulca	உழ்சா
sulay	உளாய்
sulayyil	குழயில்
sulaym	உலம்
sulayman	உழைமண்
sulardi	உலரொட்டி
sulaqa	உலா்
sulaimān	உழைமண்
sulaimán	உழைமண்
sulaco	உளச்
sukuu	உகுரு
sukur	உகுரு
sukti	ஜுக்தி
sukri	முக்ரி
sukraraj	சுக்‌ராஜ்‌
sukoco	உகோ
sukma	யுக்ம
sukla	சுக்ல
sukkubus	குக்கூஸ்
sukkariyya	குக்கரியை
sukina	உகின்
sukhra	உக்ர
sukhmani	ருக்மணி
sukhee	உகே
suket	சுகெத்
suketami	அகெதமி
Šuker	லுகெர்
sukemi	கெமி
sukarno	சுகர்ணோ
sukan	புகன்
sujit	உர்ஜித்
sujin	யுஜின்
sujie	உஜிரெ
sujdovik	லுடொவிக்
suja	ஸ்ருஜன்
sujan	சுஜன்
sujanati	உபநதி
sujal	உஜ்ஜல்
sujak	ருஜக்
suī	ஸு
suita	உஜித
suire	உஜிரெ
suiren	இரென்
suinin	உணின்
suilla	இல்ல
suiker	இகெர்
suijin	இஜின்
suidun	இடுன்
suicune	உயிசுனே
suhyun	ஹ்யுன்
suhool	ஹோல்
süheyl	ஹெய்ல்
suheil	ஹெஇல்
suhaym	ஹய்ம்
suhar	ளுஹர்
suhana	ஹண
suhaag	உஹா
suğ	ஸு
suguta	ஊத
suguru	ஊரு
suguna	ஊன
sugree	உரே
sugloo	உலோ
sugarman	உவர்மண்
sufri	குஃப்ரி
sufri	குஃப்ரி
sufris	ஃபரிஸ்
sufren	ஃப்ரென்
sufiyan	சுஃபியான்
sufids	ஃபிட்ஸ்
suffi	லுஃப்ஃபி
sufer	புஃபெர்
sufala	உஃபா
sufaat	ஃபாத்
suevi	உலெவி
suetin	உதின்
suessa	உஷ
suella	எள்ள
suedia	உடிஅ
suecici	யுஎஸ்சிசி
sudun	உடலுன்
sudul	உட்புல்
südsee	ட்ஸே
sudri	துடரி
sudrian	உடற்திறன்
sudono	உடோ
sudong	டொங்
sudol	உட்கொள்
sudit	உடைத்
sudirman	ருடிமன்
sudhin	உடின்
sudhamma	முஹம்ம
sudhakar	உடைகற்
suden	வுடென்
südens	டென்ஸ்
sudens	டென்ஸ்
sudene	உடே
sudek	டுடெக்
sudeikis	சுடிகிஸ்
sudds	ஜுட்டஸ்
sudbrook	உடுரோக்
sudbin	உடின்
sudatti	உடகத்தில்
sudan	உடான்
sudam	உடலம்
sudak	உடலக்
sudair	டைர்
suc	உச்
sucut	உசுதி
suclayin	உலையின்
sucidava	உச்சிடா
sucia	உசில
sucia	உசில
suchus	ஸூஸ்
suchin	உசின்
suchil	உசில்
sucher	உசெர்
suchat	ச்ஹத்
suchan	உசன்
succer	உசெர்
subura	ஊற
subulata	ஸ்கூலா
subtel	உதெல்
subramanya	சுப்ரமண்ய
suavi	உலவி
suart	உயர்த்
suarce	அர்செ
suara	உளற
suanjing	நன்ஜிங்
suæ	ஸு
styleman	தியெமன்
styan	த்யான்
styal	தயல்
stu	து
stuyven	தூயவெண்
stuve	இதுவெ
stutyrin	துதியின்
stutt	துத்த
stuttard	துத்தரி
stutsman	துஷ்மன்
stuss	துஷ்ட
sturza	துர
sturtian	துரியன்
sturtianum	ஸ்துதிகளும்
Štursa	துஸ
stursa	துஸ
sturrken	துர்க்மென்
sturnini	துன்னினி
Šturm	துரம்
sturmi	உர்மி
sturiale	துரியல்
sture	துரென்
stupp	துப்பு
stupakis	துபாகி
stuora	தொற
stuntz	துந்த்
stunkard	துங்கர்
stumpel	துமாபெல்
stumista	துமிந்த
Štulić	துளி
stukus	துக்ஸ்
stuhre	துஹ்ர்
stugun	தூண்
stugna	துண
stufe	துஃபே
studwell	துடெல்ல
studland	உட்லான்ட்
studer	துடர்
studen	துடன்
studa	துடை
stuckman	துர்க்மன்
