โยคะ	오카
โลนั้	알토나
ตะล่อม	알몸
โลเม	알몸에
โลเด	凹地
โลบะ	아오바
อัลญะ	الدنيا
ลนิก	알니카
อะเลส	아넷
ลมิน	아민
ลมัน	알만
อัลอะห์	الله
ลคิน	알킨
พัลเค	알켄
ลิตั	利他
ไอออน	알키온
ลิเน	달인에
ลิบั	아이바
อัลฮุ	앓은
อัลฮับ	앓아
อะลัม	잘함
เลทั	아에타
เลปั	알파
เลกั	알레카
ลดอน	알동
อัลเด	알더
อัลเด	알덴
อะลัม	알참
ลบิน	알빈
อัลบ้ม	아빔
ลบัน	알반
อายั	알아야
มะลิ	馬利
อะไลต์	알아타
าธิ	알마티
ภาติยะ	말라티야
อัลอัซฮัร	알라산
อาระ	알아라
อัลอัยน์	알단
าณิ	알타니
ลั้ง	알탕
าณะ	알라나
อัลอะห์	알바하
อัตลัด	알아도
ลับั้	알라바
กวั้น	콴
อัคริ	아크리
คุ้ง	쿵
คุณั	아쿠나
ตะคุ่ม	아쿠미
คุมั	아쿠마
กุฎิ	쿠디
กร่อน	아케론
อะไร	아라이
โกฏิ	코티
โกศิ	사코시
ตะกอน	아콘
อัคนิ	하콘이
โกโก้	ここ
กลิน	아킨
อัครั	아키라
ไอออน	타키온
คินส์	아킨
กินิ	킨이
กินิ	라킨이
กินั้	아키나
กิโฆ	아키코
คิคิ	키키
กิกั	타키카
อะเกต	케테
เคนิ	알켄이
เคนั	케나
เคลย์	아켈
เคโล	아커
อะเคะ	아켈라
เคดั	아케디아
อะเคะ	타케바
ศักดิ์	아카디
อายั	아카야
กะทิ	마카티
อักษะ	아카사
อัคริ	아카리
าณิ	아카오니
คะเน	あかね
าณะ	아카나
อามั	아카마
อาลิ	자칼이
าเล	칼에
อาเบ	다카베
กะบะ	아카바
ฆาน	아칸
อะเดล	아델
อ่าง	아장
อาลิ	아자이
อาดั	사자다
ไลยั	아이야
ไนท์เรย์	아이템의
ไอที	아이티
อิตัล	바이탈
ไม้สอย	아이셰
ไอซ์ส	잇세
ไอซ์ส	이싸
ไอซุ	아소우
ไวซ์เบิ	이사벨이
ไอรอน	아이로
ะเระ	아레아
ไอออน	아이폰
ไอออน	아이콘에
ไวโอลิน	바이올린이
อัณฑะ	あんた
ไอเค	안케
ไอนต์	아인이
ไยง์	아잉
ใขณะ	아이나
ไอออน	다이몬
ไอไม	아이마
ไอออน	파이돈
ไอออน	이촌
าณิ	아리아니
าณะ	아리아나
หยัน	아얀
แมร	마헤
อาหรั่	아후라
อะไร	아라이
หมุด	أحمد
หลับ	아합
อะไหล่	카힐
เห็น	아헌
อาศุ	아하스
าร์ส	아핫
อาระ	닿아라
อะหัง	아한
าเน	마한에
าณะ	카하나
ระห่ำ	아함
อามั	사하마
มะหะหมัด	마하마두
าโล	아할
ฮัลล์	아할
าเล	할에
อะไหล่	拓海
ระหัด	اتحاد
อะเดล	아델
อายั	아가야
าณะ	아가나
อามั	아가마
อาลิ	자갈이
อาดิ	가디
ฟิเล	愛樂
แดซ็	앳코
แคระ	애란
แอ็ง	가언
แอโนด	애너
แอมฟิ	애미
แฟลย์	앨의
แฟล็	앨로
แทอิล	애일
ดรุณ	아룬
ดริน	아린
ะเรน	아렌
โดเร	안도레
มะฎอน	아돈
โดเน	아동에
ดอนั	마도나
อะดอลล์	아돌
ดิเน	디네
าดิล	아딜
ดิลล์	아딜
ดิดอิ	디디
ดิบิ	디비
อะดัม	아담
อะดัม	아함
เดซิ	大徳寺
เดร็	마데로
เดเร	아데르
เด็น	사던
ระเด่น	아덴
เดลล์	아델
เดลฟิเน่	아들인데
เดลเคเน	아델은
อะเดล	아델라
อายิ	아다의
อาระ	아다라
าณิ	하다니
ดั้ง	아당
าณะ	아다나
อามั	아다마
าเล	달에
ดัลอะ	아달라
กะได	아다이
ไดน์	바다인
อาดิ	하다디
าบะ	카다바
าด้า	아다다
ะเระ	아레아
มะฎอน	마온
ชิ่ม	아힘
จัสตัส	마하탓
ชัส	아핫
แช่	아해
ไม่ใช่	마차도의
แอดั	체다
มัชฌั	마힌다
อายั	차야
อาระ	차라
านซ์	아찬
อาม็	아차모
อาดั	차다
บุระ	아브라
อบุง	붕
บรัก	마라카
อะบี	바비니
บิเล	빌에
บิลั	아빌라
เบนั	바베나
เบลอั	아벨라
าเน	타바네
าธิ	아마티아
มอาเธ	아가테
อราฑะ	아야타
อาร์คิ	아사리
อัณฑะ	아난타
ยาโณ	아라노
อานนฺ	안엔
อาเมน	あやめ
อาเขต	아사케
ไอเค	아카이케
อาม็	애모
าบะ	아반
ยอุ	毓
ยลิน	玉林
ยอุเบก	유베
เส็น	유선
ริกั	유리카
ยรัท	올라타
ระกะ	라카
แรซ	랫
โยเน	요네
โยนั	요나
โยเน	오넷
โยเน	요엘
โยงิ	양이
ยงา	용아
นโฎน	윤돈
ยอันเด	陰德
อยดัล	윤달
ยนจ	音痴
ยอดน้ำ	윤암
ยก่อน	카온
ยก้า	유카이아
ดเดส	뗏
อยดัล	딸
อยดัล	달에
เจน	遺臣
ย์อะ	鴉
ยกับอิ	야빈
วงะ	관가
ลิ์	瀝
ยิง	虛應
ญัง	우양
เวร็	루웨로
สุตตะ	우타타
ทริน	우린
ตมัน	우만
อนุทิน	붙인
ติเน	루틴에
เธเร	테레
เถระ	테라
อุตริ	우타리
อุทาน	우탄
ตั๊ง	玉堂
ทะนะ	우타나
สุ่ง	우승
ซมัน	우만
สคิน	우신
สกัน	우산
สหัน	朴山
อส์ไฮ	篩
อุศเรน	우선
อุสา	루사카
เรเน	렌에
ระณะ	우라나이
ลุ	綠
ภิทั	루피타
ปิน็	루피노
ปะทะ	파타
ปั้ง	쿠팡
ลุ	綠
สุงสิง	우싱
นน่อน	운노
ปุณณะ	준나
นอิง	檸
นิเน	운디네
ฟุงุ	운구
งอิน	융인
ทุ่งหว้า	충화
อุณหิ	중히
เนง	不能
นโฎน	윤돈
อบุนเด	운드
อุณา	누나야
อุณา	論壇
นัสอะ	나사
อุณา	누나다
สุเมธ	우메타
นอุมัร	우마루
มะระ	쿠마라
มันส์	우만
มะลิ	馬利
อุ้มผาง	마장
ล็ง	福隆
ลิ้ง	巨靈
เลกิ	우에키
อุโฆษ	코세
คมัน	우만
สุขิน	루킨
กินั้	쿠키나
กิโฆ	유키코
เก้นส์	우켄
เคนิ	루케니
กัง	루캉
หมั้น	우만
ฟ์เฟน	祿俸
เฟง	玉峰
อึง	엔고
อื่น	우에는
ขึัน	學案
ดอล์ฟ	우돌
ดิ้ง	우딩
เดิอน	데인
จ้อน	우촌
อชิน	チン
อชัน	無産
บอนั	후보나
สุบิน	우빈
บั่ง	우방
ลั๊	لا
อันธิ	原題
อันนะ	후안나
สห์	ש
สห์	ש
โลนั้	오아나
โอโซน	오손
ญัง	오양
โอโซน	오손
ว์เด้น	おでん
โอ่โถง	오톤
ตมัน	오토만
ออสติน	포틴
โรเตอร์	오테로
เตละ	오텔
เตกิ	모테키
อโณทัย	오타의
โบตั๋น	오탄
สุ่ง	숭
โอโซน	오톤
ออสซี่	오씨
โอโซน	오손
ซมัน	옷만
ซินญ	옷인
สหัน	못한
โอโซน	오촌
ไศล	사일
โอโซน	오손
วอร์ร็	오루로
ออร์เร	오리에
ร่อแร่	오로라에
อร์เนส	오넷
รมัน	오만
อร์คิน	오린
ริ้ง	도링
อรินั	오리나
ลอร์ดิ	오리사
ออร์โธ	오르토
เรทั	코레타
ออร์เฟน	오렌
เรเน	로렌에
เรโล	오러
โอะเระ	코레아
คอรัส	보랏
ออร์ฮัน	오란
รอันท์	오란
ออร์เน	오라녜
ออร์นด	오란다
ระณะ	오란다
คอรัล	오랄
ไรน์	오래인
ปเปน	오펜
โลเปซ	모펫
เปรั	オペラ
เพนส์	오펜
เปล็	오퍼
โอ่โถง	소옹
นนัน	온난
นมิน	오닌
นคิน	톤킨
ฆ้องวง	옹왕
คลองตัน	동탄
งมุ	농무
ฟองมัน	송만세
งอินเวส	온게임넷
ของชำ	통함
อองต	온게
อองส์	온것
อองเชล	功臣
งอัศ	온가
ง้ำ	동암
ไง้	오네가이
เนเน่	네네
ฮอนโด	온도
โอนเอน	おでん
ณัติ	도나티
โมง	오몽
เมธั	메타
โรเมอร์	오메라
โดเมน	오멘
คอมโบ	옴보
เอ็มเบ	촘베
โธมัส	오마사
มั้ง	로망
ไมร์	오마이
ล็ง	올송
โลมั	옮아
เลทั	올레타
ออลเวส์	올앳
เลนิ	올니
คเค่น	오켄
ออร์คิส	오키시
โฟเคท์	오케토
เกรน	오켄
โคเคน	오켄
หอคำ	오카마
โลคัล	소칼
กาล	카알
โอโซน	이손
โอเพ่น	오이펜
หมั้น	오만
โรหิต	오히토
โอหัง	오한
ออร์เค	외레
โอนเอน	외는
ดรอน	오돈
โดเร	どれ
ดิ้ง	叮
ดิ้ง	叮
เดรซ	오뎃
โลดิ	오대리
ดเดส	뗏
โอชะ	お茶
จระ	お茶
โอชะ	ちゃう
ชัร	お茶
ฌัค	ชัก
บรอน	오베론
โรบอต	오보테
โอบี	오비리
เบลล์	오벨
เบเค	베케
บั่ง	오방
โอะกิ	오아리
โอะเระ	고아라
โระเน	오찬에
โอะกิ	조아킴
โระเค	오타케
อะเดส	오뎃
อนุ	女
ล่น	لن
ออดิโอ	오디오
ลินิน	林西
ลินต์	簾
ลิดั	累代
ลันเตา	안타이다
ลาเน	일안에
แลส	아넷
ลัมะ	아이마
เลธอน	제토
ญัง	이양
มิยา	イヤー
อีโน	이이노
ลิดั	이이다
ตมัน	이토만
ทไฮ	이하이
เถระ	키테라
เธเน่	텐에
เติน	테인
ทะนะ	아이타나
แทร์	이태리
พิสโธ	잇토
สต๊อค	잇토쿠
ธิษฐิ	이세티
สทัล	이탈
ติสฺโส	있소
อิสสา	이싸
อสซัล	비쌀
ซมัน	이수만
อิสริย	이시야
ซิตสปิน	시토신
สินะ	니시나
สหัน	愛山
เศษิ	이세시
ฟิซัส	이사시
แซนด์ร็อ	이산로
อิศา	이사나
อิศา	잇달아
ไอรอน	이론
อิเรเน	이렌
นิพพิ	いっぱい
โพธิ	포티
ปมัน	임안
พิง	西坪
เปริ	페리
ปะทะ	파타
พั๊นซ์	이판
ล่น	لن
อินทุ	인투
ปิ่นโต	킨토
นท้อน	윈톤
นทิน	틴틴
อินทุ	인투
ปิงปิง	新平
นพัน	音盤
อิงอร	이노리
นเนล	이넬
อิเนะ	인나
นนัส	인나
นนัน	인난
นมัส	신맛
นมัน	인만
นลิน	琳琳
นคิน	신킨
ลีย์	피니야
ลิเน	臨界
นฮัส	인하
อิงิ	寧子
อิงิ	明細
คิงุ	인구
งอุส	인구시
คิงสตัน	잉산
อิงิ	定期
โง๊ะ	인가
งอิน	인구인
อิงิ	잉잉
ถิงฟง	鳴鳳
เงน	인근
งอัป	인가
งอัน	인간
อิเนะ	이내라
เนลล์	이넬
นเดอส์	인듯
นเดร	인데
นเดล	핀델
ดินดาน	입니다만
หินชั้น	金川
ลินจง	臨城
ลินจง	金昌
