zya	زيا
salibiya	الإبرية
salia	الیاس
salhøa	الها
salhen	الحن
salga	الگاف
salgada	الغامضة
salfords	الفردوس
salfinaz	الإنجاز
salezy	الزيّ
saléza	الزى
saleya	آليّة
saletare	الطارئ
salers	الرس
salena	النى
salems	ألمس
saleky	الكي
saleka	ألكا
saleby	ألبي
saldu	الحدُّ
saldi	الدمِّ
salder	الدرّ
salden	ألدن
saldae	الدى
salcha	الها
salburua	البُراق
salaymeh	الائمه
salatiwara	الاكتوارية
salaso	الأسّ
salarids	ألارديس
salarian	لاریجان
salantai	الأنامِ
salangai	الأنامِ
salamo	الأمّ
salamias	الألماس
salamá	الأمّ
salako	ألاك
salakk	الكك
salaj	الحاج
salair	ألار
salagnac	الأغنى
salagama	الغاما
saladins	الأدناس
salaca	ألَّا
şak	اك
sākyan	كيان
sakuya	أكيا
sakurada	الكرادة
sakuraba	الكرابة
sakuma	أُمَّ
sakri	أخری
sakpal	أكال
sakorn	ساكن
sakoma	أكمة
sakoda	أكدا
sakizaya	اكزناية
sakita	أكتا
şakir	آخِر
sakin	لَكِنْ
sakima	أكمة
sakhuja	تَخْرُجَ
sakhon	آخن
sakhet	آخت
sakher	آخرٍ
saketa	أكتا
sakela	آكلة
sakbayan	ماكباين
sakatayana	الكاتاكانا
sakas	اكياس
sakari	أكار
sakaraha	كاراهان
sakamano	أحكاماً
sakakibara	ساكاكيبارا
sakado	أكاد
sakabe	أكاب
sakaar	أكار
sakaal	أكال
sajur	أجُري
sajjan	أجان
sajjad	أجاد
sajistan	أوجستان
sajima	أجمة
sajid	يَجِدْ
sajha	أوجهة
sajani	أَنِ
säi	سی
šai	أی
saiyan	إيان
saird	الإرض
sairam	إرَم
sainty	إنتي
sains	الإنس
saina	فَإنَّ
sainani	الإنسانِ
saimir	امیر
saima	آریما
saimar	إمار
saimaa	إمَّا
sailly	إللي
sailin	ألِن
saikhowa	الإخوة
saikat	آیات
saikal	أكال
saiin	فَإِن
saihara	الإشـارة
saihan	اهان
saihanba	الإهانة
saidai	أیضا
saidah	أداه
saidabad	اسدآباد
saibat	آباط
saiban	إبّان
saibal	آبال
saian	أیضاً
sahyũn	أهين
sahyun	أهين
sahurs	احرص
sahta	كاهتا
sahrai	أحرى
sahni	أحسنِ
sahne	أهنئ
sahmatah	رَحْمَتَ
sahlmann	الحلمان
sahlin	ألِن
sahja	أحجية
šahíya	أهيا
sahir	آخِر
sahirtu	سَخِرْتُ
sahira	أحرى
sahibs	أحبس
sahibaan	حِبَّانَ
sahia	ناحیة
sahian	اهان
sahgal	احال
sahera	أحرى
saheli	أهلِ
sahay	الهاي
sahayaka	الحياكة
sahati	هاتِ
sahas	احماس
sahastra	الحاصرة
sahasram	الحَرَم
saharans	أصهاراً
şahane	اهان
sahand	هاند
sahāna	احنا
sahanaja	الهانجا
saham	اقحام
sahale	احال
sahak	أهواك
sahakian	خاکیان
sahajiya	أَجْرِيَ
sahajayana	غاجايانا،
sahai	ساحةِ
sahade	احاد
sagrat	أراط
saghro	أغر
saghaniyan	الصغانيان
sagbat	آباط
sagbad	اباد
sagarmatha	ساجارماثا
sagara	اَرا
sagaram	الغارام
sagami	أَمِ
sagamiya	أَمِيرَ
saf	أف
safvat	آفاتٍ
safura	أفرا
safsaf	أساف
safroman	أوفرمان
safri	آفرین
safrit	أفرط
safranek	الفرانك
safka	افوكا
safita	أفتى
saffa	أفيفا
saffar	أفار
safela	افلا
safdar	فدار
safawi	أَوِ
safariland	ماكفارلاند
safaniya	أوفانية
safal	افضال
şafak	عافاك
safafra	ألفافارا
safafa	فافا
safaa	أفاجأ
saeng	سيانگ
saeman	امان
saelan	الاّن
saehan	اهان
sæd	سد
sadyk	باديك
sadur	اضطُر
saduak	أداك
sadrin	أدرِ
sadowa	أدوا
sadoba	أدبى
sadler	ادلر
sadków	ادكو
sadkin	أدكن
sadja	الدجى
sadin	الدین
sadiah	أداه
sadhim	أدهم
sadhbh	أحبه
sadeha	اضحى
sadean	آدان
sadda	أضداد
saddar	ادار
saddanta	أدانتها
saddam	أدام
saddah	ضدَّه
sadbre	أدبر
sadboy	أدبيّ
sadayo	اداي
sadatō	أدات
sadatmay	أداماري
sadataka	أَتَاكَ
sadarang	أدواراً
sadaq	اضاقة
sadano	آدان
sadanaru	الدَّارُ
sadal	افضال
sadako	أداك
sadakhlo	الدّاخل
sadaharu	أَطْهَرُ
sádaba	دابا
sacram	آرام
sacnab	أناب
saclay	الأي
saclas	الأسّ
saclan	الاّن
sachsa	احصى
sachal	احال
sacaba	أَبا
sabur	البُر
sabun	البُن
sabuni	ابنِ
sabula	اُلة
sabroz	أبرز
sabrow	أبرو
sabri	أكبرِ
sabreman	البرمان
saboraim	أبراهیم
sabnis	ابنِ
sabit	البیت
sabirs	ابرس
sabini	ابنِ
sabinada	رَبِّنَا
sabile	أبـِّـل
sabieh	أبیه
sabhai	ابها
sabera	ابرا
sabena	ابنةً
sabela	أبلة
sabby	آبيبي
sabbas	أباس
sabbar	ببار
sabbah	اباه
sabawi	أَوِ
sabatina	أَذِنَ
sabathia	أَذِنَ
sabaté	آباط
sabatang	باتانغ
sabarsky	باراسكي
sabará	ابار
sabaot	آباط
sabaos	أباس
sabans	أباس
sabani	أَنِ
sabaku	أباك
sabai	آبادی
sabahs	أباس
sabahi	اباه
sabahans	أرباحاً
sabag	أباغ
sabado	اباد
šabach	اباه
sabaa	آبادة
saati	يَأْتِ
saathiyo	أَثِيمٍ
saatanan	آذاناً
saaroa	اَرا
saarkran	الأركان
saarbahn	أرباحاً
saanware	الأنوار
saanvi	أَنِ
saank	أنانك
saanei	أَنِ
saamis	أَمِ
saalian	صَالِحاً
saalbahn	الالبان
saajan	أجان
saahil	أَهل
saagara	الاغارة
saafa	اظافة
saady	آزادي
saadi	أَرْضِ
saadiyat	أحاديات
saadabad	اسدآباد
saabye	أَبي
saabs	ألابس
rza	زا
r.y	ريّ
ryuta	يُطهى
ryusaku	يُشاركُ
ryusaki	يُشَكِّل
rythu	حيثُ
ryther	يثر
rythén	يثن
ryssland	ايسلاند
rysher	يسهر
rysdyk	يديك
rysbek	يسبك
rysami	يسأم
ryōran	يران
ryōkan	يكان
ryn	ين
rynander	ميناندر
rym	يم
rymour	يمُر
rymnik	يمنك
rymans	مانس
ryloth	يلذ
rylan	يقلان
rylant	لانت
rylander	ريلاندر
rylak	يلقاك
ryksa	فيكسا
ryhill	يحلل
rygar	يغار
ryf	يف
ryfors	يفرس
ryfast	فاست
ryelands	يولاندس
ryd	يد
rydzyk	يزيك
rydons	يدنس
rydim	يقدِّم
ryders	يدرس
rydell	يضلل
rydal	تيدال
rybkin	يبكِ
rybkas	بكأس
rybak	يبارك
rybaki	يبكِ
rybach	يباح
ryann	يانان
ryania	يانا
ryals	ديالس
ryall	يالله
ryakuō	يَكُ
r-waun	روان
ruzar	تُزار
ruzan	يُظَن
ruyter	ريتر
ruyin	عُيِن
ruyan	عُيَّن
ruwaym	وايم
ruwaya	وَيا
ruwart	وارت
rüt	رت
ruttan	تتان
rutman	تمان
rutlam	تلام
ruthyn	ذين
rutha	يُطهى
ruthal	ذال
rutba	كُتبَ
rutbah	تباح
rutans	تأنس
rutana	تانة
rusyns	سينس
rustyn	ستين
rusta	وُسطى
rustat	سطات
rustaq	ستاق
rustan	ستاً
rustam	ستام
rustak	ستاك
rustah	سطاح
rusnak	سناك
ruslan	صلان
rusjan	سجان
rushta	صحتة
rushn	دُشن
rushmark	تُشارك
rushland	أشلاند
rushin	شِن
rushd	تُشد
rushdiye	تُهدِّئ
rushby	شبي
rusha	عُشًّا
rushay	شاي
rusbyana	صبيانية
rusay	قُصَيّ
rusal	يُسأل
rusafa	صافى
rurik	تُرِك
runta	كُنتَ
runkst	نكست
runham	نهام
rungh	جُنغ
rundhart	نيدهارت
rumzan	مزان
rumst	طُمست
rumsas	مساس
rumoth	رمث
rumma	صُممَ
rumina	مِنّا
rumasa	ماصّة
ruman	جُمان
rumani	مَنِ
rumana	مانى
rumal	عُمّال
rumals	مالس
rulan	كُلاً
ruland	لاند
rūklys	كليس
rukhsana	رخسانة
rukhl	يُخل
rukhal	كحال
rukban	كبان
rujula	جُلَّ
ruists	إستس
ruhuna	هُنَّ
ruhma	تُهمة
ruhla	مُهلة
ruhban	حبان
ruhama	هاما
ruhakana	مُحاكاة
rufin	دُفِن
rùfina	فإنا
rufat	رُفات
ruedas	رُدَّ
rudrayan	دراسيان
rudram	درام
ruddi	رُدود
rudbar	دبَّر
rudawa	داوى
rudar	يُدار
rudan	مُدان
rudad	عُدَد
rudaba	دابا
rübsam	بسّام
rubras	برأس
rubina	بِنا
rubil	قُبِل
rubbra	ببرا
rubaba	بابة
ruatha	آذى
ruatan	أتان
ruanja	انجا
ruanda	أندا
ruadri	أدرِ
ruadan	آدان
rthus	تفحُّص
rtc	رت
rreth	رئته
rozym	جرزيم
rozman	زمان
rozala	زالا
roydan	يدان
roybal	يبال
royans	يانس
rowsay	وساي
rowrah	ورآه
rowman	ومان
rowlis	ولیس
rowlin	ولإن
rowlan	ولان
rowlands	هولاندس
rowant	وأنـت
rowand	واند
rowallan	واللعان
rowady	وادي
rottal	تطال
rotman	تمان
rothmann	ثمانون
rothay	ثاي
rothan	ذان
rothad	ثاد
rotana	تانة
rotala	تالى
rosyth	سيطه
rosyam	صيام
rostam	ستام
rosman	صمان
roslyn	صلين
roslar	سلار
roskar	سكار
rosita	سِتّة
rosina	سِنة
roshka	شكًا
rōshi	رأسهِ
roshdy	شدي
roshanak	تشاناك
roshal	سهَّل
rosdam	صدام
rosbys	سبيس
rosava	ساڤا
rosart	صارت
rosara	صارة
rosans	سانس
rosand	صاند
rosana	سانى
rosaly	سالي
rosalita	سالِفتا
rosada	صادة
røraas	رَأس
ronstadt	نوستادت
ronjat	نجات
rondal	ندال
ronart	نارت
ronans	نانس
romzha	مزحة
romsha	مسها
romina	مِنّا
romawa	ماوة
romathan	معاذاً
romary	ماري
romann	مانن
romaka	ماكا
rollis	للإس
rollinat	للإناث
rollan	للأن
roldan	لدان
rolawn	لاون
rolark	لارك
roland	لاند
rokyta	كيتا
roksanda	كساندرا
rokkan	ككان
rokhsana	رخسانة
rokada	كادا
rojana	جانا
roiban	إبّان
rohtak	هتاك
rôhman	همان
rohita	رحتا
rohida	حِدة
rohaya	حَيًّا
rohans	هانس
rohana	حانة
roghadal	غوادال
rodway	دواي
rodwan	ضواً
rodnya	دنيا
roddan	ددان
robyns	بينس
robynn	بينن
robran	برّاً
roblan	بلان
robina	بِنا
robdal	بدَّل
robbyn	ببين
robart	بارت
robard	بأرض
roatan	أتان
roarks	أركس
roamin	امین
rnw	نو
r.l	رل
r-list	لِسْت
rkm	کم
rizley	إزلي
rizgar	إزار
rizal	إنزال
riyat	إيالت
riyale	إيال
riyaaz	إياز
riwha	یوهان
riwat	إواتا
riwal	إتوال
riwaka	واكا
rivina	إِنَّ
rivan	إيڤان
ritwik	إتوك
ritsma	تسمّى
rithy	بإذي
rithmo	إثم
ritesh	إتش
ritan	إتيان
ritam	إتمام
ritam	إتمام
ristow	إستو
ristis	إستس
rister	إستر
risola	إسلا
risley	إسلي
risha	إيشة
riscal	إسأل
risby	إسبين
risas	إنساس
risan	إحسان
risalo	إسأل
risâla	إسلا
rionda	إندا
riomar	إمار
riolan	إلاً
rintje	إنتج
rintihan	إناثاً
rinsk	إنسخ
rinshi	إنش
rinsey	إنسي
rinsch	إنش
rinnah	إنَّه
rinkel	إنكل
rinkai	إنكا
rinkaby	إنتخابي
rinia	لینیا
ringma	إنّما
rindum	إنضم
rindt	إنقضت
rindi	عِندِ
rinder	إندر
rindal	ندال
rinan	سِنّاً
rimwards	إدواردس
rimutaka	مُتأكدًا
rimush	مُشْ
rimsky	مسكي
rimmu	إمامُ
rimma	إماما
rimjin	إمجن
rimini	مِنِ
rimbau	إمبا
rimatara	ماتارام
rimal	إمهال
rimada	مَدَّ
rilian	لِأن
rileys	إليس
rikta	إيكتا
rij	إج
rijal	إيجال
rihand	هاند
rigsar	إصار
rigan	إغآن
rigalt	ایالت
rifqa	وِفقًا
rifkha	فكها
rifas	إلفاس
rienda	إندا
riemanna	إيماننا
rielly	إللي
riḍwan	إوان
ridvan	إدان
riduna	إدنا
riduan	إدان
ridnyy	إديي
ridler	إدلر
ridill	إدلل
ridha	إضحاك
ridaniya	إدمانية
ridah	إضاءه
ricksy	إكسي
rickly	إكلي
rickarda	إيكاردا
ricini	إِنِ
ričina	إِنَّ
ricina	إِنَّ
richii	یحیی
richaman	إحكاماً
ribner	إبنر
riblja	إبلا
ribli	قِبلِ
ribler	إبلر
ribleh	إبله
ribéry	إبري
ribera	إبرة
ribena	إبنا
ribaud	إباض
ribas	إبياس
ribarska	إسبارسا
ribao	رِباط
ribane	إبّان
ribak	إرباك
riayat	آيات
riatan	أتان
riatam	آطام
riassa	أسسا
riasna	أسنة
rianta	أنتى
riana	إلانا
rialto	ایالت
rialland	اللاوند
riagla	إالى
riady	إباضي
riada	إبادة
riaba	إجابة
riaan	إبَّان
rhytia	هيتا
rhynia	هينا
rhymz	هيلمز
rhyfel	هيفل
rhutt	خُطط
rhünda	هندة
rhumor	حُمر
rhudde	حُدّد
rhosyn	حسـين
rhonda	هندة
rhoman	همان
rhodan	حداً
rhoads	هادس
rhisa	حِساب
rhimes	حِمص
rhiana	حانة
rhf	هف
rheydt	حيدت
rheims	حِمص
rhedam	هدام
rhazae	حازة
rhasis	حاسس
rhapta	حاتا
rhandi	حَدِّ
rhames	حامس
rhambo	هامب
rhaita	حاتا
rhagiana	هاغانا
rhaffa	حافّة
rhaeti	هاتِ
rhadigan	شادگان
rhade	هادئ
rezart	زارت
rezard	زارد
reynst	ينصت
reynal	ينال
rewata	واتى
rewang	وانگ
rewalsar	والسوار
rewald	والد
rétthafa	روثافا
rethra	تحرى
rethmann	ثمانون
retana	تانة
retama	تامّة
restal	ستال
restad	ستاد
resita	سِتّة
reshni	رشن
reshma	سهمًا
reshet	رشت
reshat	شات
resham	سهام
reshad	سهاد
resava	ساڤا
resafa	صافى
reraya	رايا
renzan	نزان
rensan	نسان
rendra	ندرةً
rendal	ندال
renata	ناتا
renart	نارت
renant	نانت
renana	نانا
remutaka	مُتأكدًا
remini	مِنِ
remina	مِنّا
remata	ماتا
remans	مانس
remaja	ماجة
relman	لمان
relhan	لهان
reland	لاند
reklaw	كلاو
rekhta	خطأٌ
rekaya	كايا
rekata	كاتا
rekani	کانی
rejwan	جوان
rejada	جادّة
reisky	إسكي
reinhard	رینهارد
reimar	إمار
reilly	إللي
reidar	إدار
rehras	هراس
rehmat	حمات
rehman	همان
rehima	حِمى
rehana	حانة
refaja	فاجا
redwan	ضواً
rednan	دنان
redman	دماً
redfly	دفلي
redban	ضبان
redard	دارد
rebman	بمَن
rebish	بیش
rebaja	باجا
reatha	آذى
reastr	اسطر
reaban	أبّان
rdr	درّ
rbk	بك
rbhus	بحُسن
rbf	بف
rba	بة
rbati	بناتِ
r.a	رى
razzar	ازار
razya	أزيار
razwy	كازوي
raznah	زناه
razmak	أماك
razgrad	رازغراد
razelm	اظلم
razekh	آزخ
razayya	الزايدية
razawi	أَوِ
razaq	أرزاق
razan	أنزان
razali	آَلِ
razak	مازاك
razai	آزادی
razaf	أزلاف
rayzor	ايزر
rayuan	آيان
rayton	آيتن
raysor	ايسر
rayson	ايسن
raysho	آيش
raypak	اياك
raynes	اينس
raynaurd	ماينارد
raymor	ايمر
raymon	ايمن
raymi	أيامِ
raymer	ايمر
raylon	أيلن
raykom	أيكم
rayjon	أيجن
rayist	ايست
rayile	أيِّل
rayhon	أيهن
rayhil	أيِّل
rayhān	أيهن
rayets	ائت
rayer	زائر
rayen	بائن
rayek	حائك
rayearth	أياريث
raydon	ايدن
rayder	آيدر
rayden	ايدن
raycas	آياس
rayber	أيبر
rayatz	أياز
rayado	آياد
rawżat	أوات
rawstory	أوستاري
rawstorn	الوسترن
rawson	أوسن
rawnsley	راونسلي
rawney	أوني
rawley	أولي
rawles	أولس
rawkus	أوكس
rawil	آوریل
rawendi	ناوەندی
rawdon	أودن
rawaki	أواك
rawail	أوال
rawadiya	أوراديا
rawabi	أواب
ravyns	اينس
ravula	اُلة
ravdna	أضنة
ravdan	آدان
ravat	أڤاست
ravard	أَرض
ravani	أَنِ
raval	لاڤال
rauya	أُمية
rauth	أُذن
rauter	أُطر
rautal	أتال
rautahat	اتجاهات
raush	أُصلح
raury	أُريد
rauray	اراي
raunds	أندس
raumer	أُمر
raumas	أُمَّ
rault	أُلّفت
rauli	أُلِّف
rauhan	اهان
raubal	آبال
ratusha	اكتُشفَ
ratubaka	ارتباكًا
rattray	استطرادي
rattrays	اتردايس
rattly	أتلي
rattay	تطاي
rattaya	افتتاحيّة
ratosh	أتش
ratolt	أطلت
ratmir	امیر
ratlin	ألِن
rathod	اتحد
rathh	اذبح
rathen	آذن
rathbane	الذبان
ratgar	أطار
ratels	أتلس
ratby	تأتبي
ratas	أتياس
rataro	أطار
rataplan	اتصالاً
rātana	تانة
ratamo	آطام
rataj	أتاجر
ratahiry	الطاهري
raš	رى
raszyn	أزين
rasūls	أسلس
rasuli	أصلِ
rastro	اسطر
rastrika	اشتركا
rastko	استك
rasti	راستی
rasten	أستن
rastatt	استشاطت
råstad	ستاد
rassy	أصيصي
rassis	أسسس
rassau	أسسا
rassam	أسام
rassal	أسأل
rasplata	السلاطة
raspad	أسَد
rasolt	أصلت
rasmus	اسْمُ
rasmey	أسمي
rasmea	اسما
rasles	أسلس
raskob	اسكب
raskin	اسكن
raskiana	أسكانيا
rasis	أُسِّس
rasil	يَصِل
rasika	أسكى
rasht	أفشت
rashti	شتی
rashon	آشن
rashod	أشد
rashnu	أسنُّ
rashmila	احتمإلا
rashko	اشك
rashin	شِن
rashim	أصحم
rashīd	أشد
rashìd	أشد
rashid	أشد
rashford	آشفورد
rashed	أشد
rashdall	اسدالله
rashbi	اسهب
rashap	اصحى
rashād	أشد
rasgas	أساسٍ
rasend	أسند
rasena	أسنة
rasel	أسئل
rasatala	الاطالة
rasammah	السَّماح
rarus	فرارس
rarra	ارورا
rarita	آرتا
rarian	أران
rarhi	دارهِ
rarfau	رافة
rardin	آردن
rarden	آردن
raraku	اراک
raqmu	أقدمُ
raqiyah	لَقِيَهُ
raqan	القان
raptu	رأيتُ
rapsat	أسأت
rapman	امان
rapley	اپلي
rapkay	أكاي
rapidman	الإدمان
rapida	أیضا
rapant	أأنت
rapana	أَنا
rapala	أَلا
raoul	رَجُلٍ
raombana	كامبانا
ranzn	أنزان
ranzau	أنزا
ranzania	أنظارنا
ranworth	النورث
ranulf	أُلف
rantz	بانتز
ranton	أنتن
rantis	انتس
rantel	أنتل
rantanen	رانتانن
ransil	أنسل
ransbach	أنسباخ
ranown	آنون
rannva	أننى
ranni	لاننی
ranney	انني
rankin	أنكن
ranken	أنكن
ranjiaba	النجابة
ranjel	انجل
ranila	اِلى
rangwala	انغولا
rangsa	أنسى
rangpara	أنغارا
rangghar	أنغارا
rangfrah	انفراده
rangda	أندا
rangat	أنات
rangan	أناً
ranft	انتفت
randt	انضمّت
randøy	اندي
randow	أندو
randor	أنضر
randol	أندل
randle	أندل
randia	أندا
randhawa	انهالوا
randes	أندس
rander	أنضر
randem	انضم
randel	أندل
randau	أندا
randalia	ماندالا
randai	أندا
rancha	أنهى
ranau	أنَهُ
ranaut	أنات
ranard	أَرض
rānana	نانا
ranafast	النَّفَس
ranae	حانە
ranabhat	الابحات
ranabahu	أَبَاهُ
ramzin	امین
ramza	طامزة
ramzay	أزاي
