zya	זיא
sosoni	וֹסוֹן
soslan	סלאן
sōshin	שִין
sosang	סאנג
sorsha	רשא
sorman	רמאן
sorham	רהאם
soreq	עוֹרֵק
soreng	וֹרְג
sorea	קוֹרֵא
soreau	רְאוּ
sorath	ראטה
sorana	ראנא
ṣon	וֹן
sonweg	וֹנְג
sontar	נתאר
sonman	נמאן
sonhar	נהאר
songshan	פנגשאן
songshan	פנגשאן
songar	נגאר
sondar	נדאר
somnat	מנאת
šomer	אֹמֶר
somerset	אֹמֶרֶת
somar	תֹאמַר
somary	מארי
somari	מַרִי
somaly	מאלי
somala	מאלא
sølyst	ליסט
solvay	לבאי
soltys	לטיס
soltsy	לצי
soltam	לתאם
solong	לוֹנג
solmar	למאר
solman	למאן
sollas	ללאס
solkan	לכאן
soleh	פּוֹלֶה
soldan	לדאן
solarz	לארז
solars	לארס
solard	לארד
solans	לאנס
soland	לאנד
solah	עֹלָה
sökman	כמאן
sokman	כמאן
sokhna	כהנא
sokel	אוֹכֵל
sokal	יֹאכַל
sojang	ג׳אנג
sohmas	המאס
sohel	אֹהֶל
soham	הוֹהָם
sogard	גארד
sogara	גארא
sogang	גאנג
sofyan	פיאן
sofva	ספואת
sofala	פאלא
soë	סוֹ
soemil	אֶמִיל
soeder	אֶדֶר
södra	סידרא
sodann	דאנן
sochet	חֵת
sochen	חֵן
soani	וֹבַנִי
soacha	אחא
sny	ני
snuka	נוּכַל
snotra	נטרא
snoats	נאצ
snieg	נִינְג
sng	נג
snesham	נְשָׁרִים
sneed	נֶגֶד
sneath	נאטה
sneary	נארי
snaily	נאלי
snagov	נאגו
snædal	נדאל
snadon	אָדוֹן
snader	נאדר
smythy	מיהי
smyths	מיצ
smyser	מיסר
smyrni	מירן
smyrne	מירן
smyril	מירל
smyle	מילֶה
smykla	יכלא
smyers	מירס
smutny	מתני
smurch	מרח
smrtis	מרצ
smrita	מרתא
smolny	מלני
smolka	מלכא
smoliy	מוֹלִי
smolin	מוֹלִי
smolan	מלאן
smolak	מלאכ
smoed	מוֹעֵד
smoaks	מאכס
smitty	מתתי
smike	מִכֶּם
smidts	מדצ
smíchu	סמח
smerti	מֶרִי
smerth	מרטה
smerdy	מרדי
smerch	מרח
smele	מֶלֶך
smela	מֶלָה
smedly	מדלי
smedal	מדאל
smeal	מֵעַל
smead	מֵמַד
ṣmd	מד
smazel	מאזל
smatt	מאתרת
smata	מטאטא
smartt	מרטט
smarte	מארת
smārta	מרתא
smärta	מרתא
smaro	מָרוֹר
smara	מאראד
smarak	מראך
smaltz	מאלט
smaak	מאנאך
slutsk	לוּץ
sluman	למאן
sluggo	לוּגוֹ
sloyan	ליאן
slovar	לבאר
slovan	לבאן
slotts	לטצ
slongo	לוֹנג
sloman	למאן
sloats	לאטס
sln	לן
sli	לִ
slivna	לבנא
sline	לִינְג
sliman	למאן
slieve	לאֶואֶ
slieau	לִיאוּ
slevin	לֵוִי
slevik	לֵוִי
sleman	למאן
sleen	לְבֶן
slécht	לחת
sleat	לְאוֹת
sleath	לאטה
sleagh	לֵאָה
slavus	לאוס
slavun	לאבן
slavov	לאוב
slavoj	לָבֹא
slavko	לָבֹא
slavka	לאבא
slavis	לאוס
slavists	לאוסתנס
slavín	לאבן
slavin	לאבן
slavia	לאבא
slaven	אָוֶן
slavae	לאבא
slautina	לָטִינָה
slatt	לָתֶת
slarve	לארו
slapy	לאפּית
slapsy	לאסי
slann	לאונן
slanga	לאנג
slaney	לאני
slaner	לאנר
slana	לאנאי
slamon	אָמוֹן
slammy	לאמי
slamma	לאמא
slaley	לאלי
slains	לאנס
slagle	לאגל
slager	לאגר
slagel	לאגל
slaga	אָלָגָ
slader	לאדר
sladen	לאדן
slaanesh	לאמאנש
skytte	כיתת
skyss	כריסס
skyshark	כשאורך
skysaw	כיסא
skynet	כינת
skyman	ימאן
skylla	כילא
skylax	כילא
skylar	כילא
skylab	כילא
skydra	כירא
skydan	כיאן
skycat	כיאט
skycam	כיאם
skyang	יאנג
skvyra	וירא
skully	כללי
skrova	כרבא
škréta	כרטא
skream	כראם
skrap	כראלף
skrang	ראנג
skrami	כראם
skral	כראלף
skp	כף
skoryk	כריך
skoch	כֹּחַ
sklar	כלאמר
skitty	כתתי
skirty	כרתי
skirth	כרתה
skints	כנץ
skinns	כננס
skevla	כולא
sketty	כתתי
sketchly	כתחליף
skelly	כללי
skelig	כֶּלִי
skeem	כֶּרֶם
skaven	אָוֶן
skatch	כאח
skaret	כארט
skard	כגארד
skanse	כאנס
skanks	כנכס
skanes	כאנס
skály	שכלי
skalon	כאלן
skalka	אלכא
skaith	אִתה
skagra	אגרא
skagen	כאגן
skaft	כאפקט
skadar	אדאר
siyyan	ייאן
siyaya	יאיא
siyad	מִיָּד
sivela	וְלא
sivata	ואתא
sivash	ואסה
sivard	בארד
sivara	וארא
şivan	אִיוַן
sivan	אִיוַן
sivand	ואנד
sivana	ואנא
sityar	טיאר
sittar	תתאר
sittah	תתאה
sitrah	תראה
sithar	טהאר
sitana	תאנא
sisulu	סוּלוּ
sistas	סטאס
sistar	סטאר
sisman	סמאן
sishya	שיא
sishun	שׁוּן
sishen	שֶׁן
sischy	סחי
sisang	סאנג
sisala	סאלא
sirvydas	ארבידאס
şirvan	רואן
sirus	אִירוּס
sironi	רוֹנִי
siris	אִירִיס
sirasa	רָסָ
sirard	רארד
sirach	ראח
sippurim	סִפּוּרִים
sinyan	ניאן
sinua	סִינָי
sintra	נטרא
sinhar	נהאר
siner	וִינֶר
sīnda	סנדאו
sindar	נדאר
sindal	נדאל
sinaga	נאגא
sinabu	נַבּוּ
sinaan	נָאן
simyra	מירא
simsky	מסכי
simrat	מראת
simrad	מראד
simichus	מִחוּץ
simhat	מהאט
simhar	מהאר
simham	מהאם
simard	מארד
silnyy	לניי
silman	למאן
sillas	ללאס
sillan	ללאן
silhan	להאן
silgan	לגאן
silfra	לפרא
silang	לאנג
silago	לָגוֹ
siksay	כסאי
sihang	האנג
sigman	גמאן
sigdal	גדאל
sigara	גארא
sigala	גאלא
sietse	אֶצֶ
sidyma	דימא
sidran	דראן
sidmar	דמאר
sidman	דמאן
sideny	דֵני
sidang	דאנג
sidamo	דָּמוֹ
sichel	חֵיל
sichan	חאן
sibor	גִבּוֹר
sibari	בָּרִי
siayan	איאן
siamon	אָמוֹן
sialis	סאלס
siakol	אָכוֹל
siagas	אגאס
shyqri	היקר
shyma	האימא
shyla	הילאל
shyian	היאן
shyar	היארי
shyami	היאם
shyama	האמא
shwarz	הארז
shvets	הוטס
shuyan	היאן
shuyak	היאך
shuvu	שׁוּבוּ
shuvah	הבאה
shutts	הטצ
shutta	התטא
shurat	הראט
shuram	הראם
shurah	הראה
shuntu	הוּטוּ
shungo	שנג
shunan	הנאן
shumon	המוֹן
shumla	המלא
shumin	וּמִן
shults	הלץ
shull	חוּלל
shukla	הכלא
shukat	הכאת
shūkan	הכאן
shukan	הכאן
shūhan	ההאן
shufu	שׁוּבוּ
shudan	הדאן
shuart	הארת
shturm	התרמ
shtrum	התרמ
shtern	התרנ
shtamë	הטאם
shryne	הרין
shriya	הריא
shrim	הָרִים
shreya	הריא
shrakh	האכה
shrake	רַךְ
shraga	הראג
shrady	ראדי
shotts	הטצ
shotta	התטא
shōsen	הסֵן
shorys	הריס
shortt	הרטט
shoran	הראן
shoqan	הקאן
shontz	הנתז
shongo	הוֹנג
shondesh	חֹדֶשׁ
shōnan	הנאן
shonan	הנאן
shomal	המאל
sholly	הללי
sholas	הלאס
sholam	הלאם
shohat	ההאט
shohan	ההאן
shogan	הגָן
shofya	הפיא
shoats	האץ
shoard	הארד
shmura	המרא
shmuly	המלי
shmone	המוֹן
shmoneh	שְׁמֹנֶה
shmona	המוֹן
shmitt	המתת
shmesh	המסה
shmelke	הַמֶלֶךְ
shmari	מַרִי
shmalz	המאז
shmagi	המאג
shlomo	הוֹמוֹ
shlomoh	שְׁלֹמֹה
shleas	הלאס
shlaim	הלאם
shk	הך
shklov	הכלב
shklar	הכלר
shkand	האנד
shiyan	היאן
shivta	הבטא
shivnath	הסונאטה
shivat	הבאת
shivas	הואס
shivar	הואר
shivan	הואן
shivai	הִוא
shitta	התטא
shital	הטאל
shishir	הִשְׁאִיר
shirys	הריס
shirly	הרלי
shireman	הֶרְמַן
shirat	הראט
shiras	הראס
shiran	הראן
shirah	הראה
shinya	הניא
shinns	הננס
shīnga	הנגא
shinga	הנגא
shinan	הנאן
shimon	המוֹן
shimla	המלא
shimas	המאס
shimal	המאל
shimai	שמא
shilts	הלץ
shilah	הלאה
shigar	הגאר
shifra	הפרא
shifan	הפאן
shiel	הִלֵּל
shiant	האנט
shfela	הפלא
sheykh	היכה
sheyh	הֱיֵה
shevat	הבאת
shetty	התתי
sheshet	שֵׁשֶׁת
shesha	השא
sheryn	הרין
sherts	הרץ
shermy	הרמי
shermann	הֶרְמַן
sherar	הראר
sheran	הראן
sheram	הראם
shepelah	הֶעֱלָה
shenyu	הֱיוּ
shenyang	שניאנג
shenoy	הֶני
shenks	הנכס
shene	שְׁנֵי
shendryn	המנדרין
shendl	הנדל
shenatan	וְנָתַן
shemya	המיא
shemuel	שְׁמוּאֵל
shemuah	הָאֱמוּנָה
shemon	המוֹן
shemona	שְׁמוֹנָה
shemi	שְׁמִי
shemekia	שְׁמֶךָ
shemar	המאר
shelah	הלאה
sheji	שְׁמִי
shehan	ההאן
sheev	הֵיטֵב
sheerman	הֶרְמַן
sheelagh	הֶעֱלָה
sheekman	הֶרְמַן
sheba	שְׁאָר
sheary	הארי
sheard	הארד
shealy	האלי
sheads	האדס
shchus	חוּס
shchek	החך
shazna	האזן
shazha	האזה
shazer	הזֵר
shaza	האנזא
shayya	האיא
shays	האייס
shayrat	האיראנית
shayp	האליף
shayo	הָיֹה
shayon	האין
shayol	האיל
shayok	האיך
shayni	האין
shayne	האין
shayka	איכא
shaybani	הַבָּנִים
shawyn	האין
shawty	האתי
shawan	הַאן
shavuot	שָׁבֻעֹת
shavon	האון
shavit	האוט
shavin	האון
shavey	האוי
shaveh	האבה
shavak	הבאך
shauri	אוּרִי
shauriya	שאריאל
shaula	האלא
shaugh	האגה
shatto	האטת
shatsk	הצכ
shatoy	האתי
shatin	האטן
shatha	האטא
shatby	האתי
shatak	האטא
shatai	הָאִי
shasun	האסן
shasta	האטא
shasky	האסי
shasho	האסה
shashi	האסה
shashe	האסה
sharyō	הארי
sharyo	הארי
sharur	אָרוּר
sharshal	שאשאל
sharra	הארר
sharot	הארת
sharof	הארפ
sharma	ארמא
sharko	הארך
sharkham	הארכאים
sharīʿat	בשאראת
shariv	הארו
sharir	הארר
shariq	הארק
sharik	הארך
sharih	הארה
sharīf	הארפ
sharfu	הארפ
sharey	הארי
sharem	האֵם
sharanya	האריאני
sharanas	אראנסאס
shaqya	הקיא
shaqir	האקר
shaqab	האקא
shapsh	האסה
shaozhen	הַכֹּהֵן
shanzu	האנז
shantz	הנתז
shanto	האנט
shantong	האנטינג
shanté	האנט
shante	האנט
shanta	האטא
shantanu	האנטראן
shantang	האנטינג
shansi	האנס
shanqi	האנק
shanpu	האנף
shano	חָנוֹ
shanon	האנן
shanno	האנן
shanne	האנן
shanna	האנן
shanku	האנך
shanid	האנד
shanhe	האנה
shangshu	אנְגשׁוּ
shange	האנג
shanga	הנגא
shane	הַנְס
shaney	האני
shanet	האנט
shanel	האנל
shands	אנדס
shandi	האנד
shanchol	שאנחל
shana	האנזא
shanatar	האנצאר
shanahan	שנאהאן
shamta	המטא
shamso	האמס
shamsi	האמס
shamo	הֲמוֹן
shamov	האמו
shamos	האמס
shamni	האמן
shamma	האמא
shamlu	האמל
shamis	האמס
shamin	האמן
shamil	האמל
shamia	האמא
shamer	האמר
shamem	האֵם
shamba	האמא
shamasha	שַמַש
shamalan	שאמלאן
shalya	אליא
shaluf	האלפ
shalor	האלר
shalon	האלן
shalli	האלל
shalla	האלא
shalka	אלכא
shalim	האלם
shalhi	האלה
shalgi	האלג
shalford	שאלפרד
shalet	האלת
shalës	האלס
shaler	האלר
shalen	האלן
shakya	האיא
shakyans	האליאנס
shakur	האכר
shakstad	האטסטאד
shakra	האכר
shakma	האמא
shakiyla	האכילאה
shakir	האכר
shakil	הַכּל
shakhter	הַכּוֹתֵר
shakhray	האשראי
shakho	האכה
shakhi	האכה
shakhe	האכה
shakan	הכאן
shair	הָעִיר
shairp	הארף
shaim	הָרִים
shaihu	אִיהוּ
shaich	האח
shaibani	הַבָּנִים
shahzad	שאהזאדה
shahu	הַהוּא
shahul	האהל
shahn	שאהן
shahla	האלא
shahk	האשך
shahd	האחד
shaha	הָהָר
shahat	ההאט
shahan	אהאן
shahana	הַשָּׁנָה
shagya	הגיא
shagshag	האשטאג
shagrath	האריאטה
shagor	האגר
shaggs	האגס
shagall	הַגָּלִיל
shafto	האפט
shafroth	האופרטה
shafir	האפר
shaffy	האפי
shafer	האפר
shafa	האלפא
shael	הָבֶל
shaefer	הַסֵּפֶר
shadud	הדוּד
shadrach	הָרוּחַ
shado	האדוֹק
shadis	האדס
shadhi	האדה
shaden	האדן
shadd	הֲדַד
shadds	האדס
shada	הַדָּם
shadayot	האידאית
shachū	האח
shachmon	האחמני
shachi	אָחִי
shache	האח
shabwani	הַבָּנִים
shabla	האלא
shabas	האאס
shabaqua	הַבָּקָר
shaban	הַאן
shaare	הֲרֵי
shaam	הַיָּם
shaami	הָאִי
shaal	בהאאל
shaadi	הָאִי
shaabi	הָאִי
sge	גֶ
sfund	שוּנד
sftran	טראן
sferia	פֵרִי
sfarti	פארט
sfarmă	פארם
sfarim	פארם
sezneg	אֶנְג
sezer	עֵזֶר
şey	אֶי
seyval	יבאל
seyran	יראן
seyhan	יהאן
seyer	פְּיֶר
sexten	אֶתֵּן
sevsat	וסאת
seves	כֶּבֶשׂ
sevenaer	וְנָמֵר
sevelo	וְלוֹ
seved	עֶבֶד
sevdam	ודאם
sevar	דְבַר
sevans	באנס
setzer	אֶתֶר
settra	טטרא
settar	תתאר
setsen	אֶתֵּן
setov	וְטוֹב
seteun	אֶתֵּן
setan	אֵיתָן
setana	תאנא
seso	סֶסְטוֹ
seshin	שִין
seshat	שאת
seshan	שאנ
sesel	קֶסֶל
šer	אֶר
servay	רואי
servas	רואס
servan	רואן
sersland	רוסלאנד
serrucho	בְּרוּחוֹ
serov	בְּרֹב
serna	אֶרנָה
serman	רמאן
seret	אֶרֶץ
serenes	פֶרֶנְץ
seremban	הֶרְמַן
seree	אֶרֶךְ
serav	וְרַב
serat	פְּרָת
serás	סֶרֶס
sequoyah	אֶוּבּוֹיָה
seó	סְ
senzar	נזאר
sentra	נטרא
sentral	צֶנטרָל
sentar	נתאר
sensys	נסיס
senman	נמאן
sengay	נגאי
sengan	נגאן
senehi	נְהִי
senega	אֶנְג
sened	אֵנְד
senchal	בְּנַחַל
senats	נאצ
senath	נאטה
sénart	נארת
senart	נארת
senard	נארד
senang	נאנג
semystra	מיסטראל
semut	דְּמוּת
semrad	מראד
semnan	מנאן
semnal	מנאל
semin	יְמִין
semily	אֶמִיל
šemeta	אֱמֶת
semer	זֶמֶר
semeih	אֶמֶה
semde	סֵדֶר
sémard	מארד
semarang	סמאראנג
seman	זְמַן
semans	מאנס
semang	מאנג
semakh	מאכה
semail	אֶמִיל
semaan	מַאן
selvan	לבאן
seltmann	ליטמאנן
selter	אֶתֶר
selten	אֶתֵּן
selmar	למאר
selman	למאן
selim	אֱלהִים
selgas	לגאס
seles	וֶלֶס
seler	קֶלֶר
seleka	לְךָ
sélavy	לאוי
selavy	לאוי
selarang	לארכאנג
selank	לאנך
selang	לאנג
selama	לאמא
selah	בֶּלָה
sekor	בְּכוֹר
şeker	מֶכֶר
seker	מֶכֶר
sekar	נֵכָר
seiter	אֶתֶר
seiten	אֶתֵּן
seider	אֶדֶר
seideman	גִידֶמַן
seher	אֶשֶר
sehat	אֶחָת
sehar	נְהַר
segoy	לְגוֹי
segne	שְׁנֵי
segnar	גנאר
segev	נֶגֶב
segel	רֶגֶל
seged	נֶגֶד
segara	גארא
segama	גאמא
segala	גאלא
segah	דֶגָה
seferi	פֵרִי
sefard	פארד
sefaradí	סְפָרַד
sefaradi	סְפָרַד
sedykh	דיכה
sedma	סְדָר
sedber	אֶדֶר
sedar	קֵדָר
secter	אֶתֶר
secten	אֶתֵּן
sechen	חֵן
sechele	מֵחֵלֶב
seber	וֶבֶּר
sebel	בֶּבֶּל
sebeka	בְּךָ
seaven	אָוֶן
searls	ארלס
searah	אראה
seanchan	אן,חאן
seanan	אנאן
seanad	אנאד
sealts	אלטס
sealth	אלטה
seally	אללי
seair	מֵאִיר
seafar	אפאר
ṣdn	דנ
scyth	חיתה
scryfa	ריפא
sconeg	וֹנְג
sclayn	לאין
schyea	חיא
schwyz	חיז
schwen	חֵן
schwan	חאן
schwam	חאם
schuur	חוּר
schut	חיוּת
schütt	חטט
schutt	חטט
schüth	חתה
schust	חסת
schurz	חרז
schury	חרי
schurr	חרר
schurl	חרל
schuré	חוּר
schure	חוּר
schunk	חנך
schumm	חמם
schumi	חוּם
schul	חוּלל
schult	חלת
schüll	חלל
schuir	חוּר
schudt	חדת
schuch	חח
schtum	חוּם
schrum	חוּם
schrot	חרט
schrod	חרד
schraw	חרא
schrab	חרא
schraa	חרא
schou	חוֹאוּ
schott	חטט
schor	אָחוֹר
schorr	חרר
schorm	חרם
schopp	חוֹף
schopf	חוֹף
schoop	חוֹף
schønn	חנן
schonen	אֲחוֹנֵן
scholz	חוֹל
schöll	חלל
scholl	חלל
scholi	חוֹל
schole	חוֹל
scholæ	חוֹל
schöen	חֵן
schoel	חֵיל
schodt	חדת
schoch	חח
schoar	חאר
schoaf	חאפ
schmid	חמד
schmeckt	סחמחת
schlub	חלבּ
schlig	חִג
schley	חלי
schlacht	שלאחת
schizm	חזם
schitt	חטט
schisa	חסא
schirn	חרן
schirm	חרם
schink	חנך
schily	חלי
schilt	חלת
schilb	חלבּ
schiemer	החְמֶר
schiel	חֵיל
scheven	חֶבְרוֹן
scheur	חוּר
schetz	חֵת
schett	חטט
scheth	חתה
sches	חֵץ
scherz	חרז
scherr	חרר
schermer	החְמֶר
scherl	חרל
scherk	חרך
schera	חרא
schenn	חנן
schenk	חנך
schenkt	שמחנכת
schemm	חמם
schember	החְמֶר
schéma	חמא
schelm	חלם
schell	חלל
schein	חֵן
scheimer	החְמֶר
scheil	חֵיל
schedl	חדל
schechem	הֶלחֵם
scheat	חאת
schear	חאר
scheaf	חאפ
schaus	חוּס
schatz	חאת
schatt	האטת
scharon	אַחֲרוֹן
scharn	חרן
scharl	הארל
schaps	חאס
schanz	האנז
schanoes	חֲנוֹךְ
schank	האנך
schanker	חֲנוֹךְ
schani	חאן
schania	חֲנִינָא
schamp	חאם
schamm	חמם
schalla	חָלִילָה
schalk	חאל
schaks	חאס
schain	חאן
schaff	חאפ
schaerer	חַסְרֵי
schael	חֵיל
schadt	חדת
schade	חַד
schact	חאת
schabert	הַבְּרִית
schaay	הָאי
schaaf	חאפ
schaad	האאד
scauri	אוּרִי
scanza	אנזא
scandar	חאנדיאר
scadan	אדאן
sbert	בְּרִית
sazang	זאנג
sazama	אזאם
sayyed	אייד
sayyâr	אייר
sayyáh	אייה
sayyad	איאד
sayuri	אוּרִי
sayula	אילא
sayres	אירס
saynor	אינר
sayner	אינר
saylor	אילר
sayliyah	איליאדה
sayler	אילר
sayjal	איאל
sayir	עַיִר
sayil	אַיִל
sayigh	איגה
saygun	איגן
sayful	איפל
sayfol	איפל
sayfam	איאם
sayes	רַיְס
sayegh	איגה
sayeds	אידס
sayearth	ואיארטה
saydel	אידל
sayda	אידאל
saydam	אדאם
sayazz	איאז
sayaun	איאן
sayani	איאן
sayana	איאן
sayama	אימא
sayaka	איכא
saxman	אמאן
sawsan	אסאן
sawdon	אָדוֹן
savvis	אבוס
savuth	אוטה
savta	אסותא
savora	אורא
savona	אונא
savold	אולד
savnja	אונא
savlov	אולו
savka	אָבִיךָ
savivanh	איוואנה
savitt	אותת
savits	בִיץ
savitr	אוטר
savino	וִינוֹ
savini	סאון
savina	אונא
savila	אולא
savik	אָבִיךָ
savige	אִגְ
savetz	אוטז
savera	אורא
savent	אבנת
savela	וְלא
saveen	אָוֶן
savaskan	אלבאסאן
savano	אבאן
savani	אבאן
savangsa	אואנגוס
savane	אבאן
savana	ואנא
savall	ואלל
savali	אבאל
savak	אוראך
savadi	אבאד
sauza	וֹאוּזָ
sauzal	אזאל
sauven	וּבֵין
sauvan	אבאן
sautso	אוּצ
sauti	אקוּטִי
sausen	אָסֶן
sausal	אסאל
saurya	אוּרי
saurin	אוּרִי
saurid	אוּרִי
sauria	אוּרִי
sauras	אראס
saundy	אנדי
saults	אלטס
sauls	אוּליס
saule	אוּלְק
saula	אוּלַם
saulat	אלאת
sauguet	אַוּגוּסְט
saudan	אדאן
saucha	אחא
şat	את
satyri	אתיר
satyrata	סטראטאס
satyen	אטין
satyavān	אתניאון
satyarth	ואיארטה
satuan	אתאן
sattra	טטרא
sattar	תתאר
satsu	אלצֻ
satsop	אצף
satsai	אצא
satrup	אטרף
satrom	אתרם
satria	אתרא
satrae	אתרא
satpanth	אטאלנטה
satpal	אטאל
satory	אוֹרי
satnad	אנאד
satisy	אטסי
satish	אִישׁ
satina	אטנא
satinath	לָטִינָה
sathya	שיא
satha	אתהאם
sathar	טהאר
sathan	טהאן
satgur	אתגר
satet	לָתֶת
satena	אטנא
satch	אתנח
satara	אתרא
satank	אתאן
satam	אוֹתָם
satali	אטאל
satala	אטאל
sataf	אטאפו
saswad	אסאד
sastri	אסתר
sasthi	אסתה
sastha	אשא
sasta	אסותא
saß	סא
sassen	אָסֶן
sassas	אסאס
sassan	אסאן
sassal	אסאל
sasori	אוֹרִי
sason	שָׂשׂוֹן
sasong	אסנג
sasoli	אוֹלִי
sasna	איסנא
sasima	אסמא
sashti	אשת
sashta	שתא
sashka	שכא
sashia	אשא
saseno	אֵינוֹ
sasani	אסאן
sasana	אָסָא
sasami	אסאם
sasago	אסאג
sasaga	אָסָא
sasada	סאדא
şar	אר
sarysu	אריס
sarwat	אראת
sarwar	אראר
sarwan	אראן
sarwal	אראל
sarvik	ארוך
sarver	ארבר
sarvas	רואס
sartre	ארטר
sarton	ארטן
sartin	ארטן
sarthe	ארתה
sartar	אתאר
sartaq	אטאק
