zita	自他
selasi	拉絲
selandia	藍靛
selama	喇嘛
selale	拉了
sekou	野口
sekotian	口田
sekha	色差
sekaisha	開山
sejin	澤近
sejima	吉馬
seiyu	梅雨
seiya	胚芽
seiwa	北瓦
seishirō	没事儿
seishiro	没事儿
seise	黒色
seiryu	児玉
seini	肥腻
seina	沒拿
seimu	內幕
seima	飛馬
seila	貝拉
seiku	陪哭
seikei	覗き
seifu	背负
seieren	每個人
seidu	毎度
seidi	废帝
seide	黑得
seida	偉大
seibu	配布
seibo	微波
seibi	未必
sehwan	扼腕
segwun	惡棍
seguso	惡果
seguro	惡果
seguín	惡棍
seguin	惡棍
segou	地溝
segnitia	森田
segeju	各局
segeda	哥大
segama	伽瑪
segala	嘎啦
sefrou	鵝肉
sefilian	蜚廉
seewen	俄文
seeman	額滿
seelie	恶劣
seele	設樂
sedren	惡人
sediya	抵押
sediqi	底漆
sedati	大体
sedantag	彈膛
sedano	鹅蛋
sedala	耷拉
sedaka	打卡
sedabo	大波
sechi	葉池
secane	蠶蛾
sebuku	歩く
sébire	比熱
sebire	比熱
sebio	略表
sebilian	鼻梁
sebile	逼了
seberang	別讓
sebei	歌碑
seban	側板
sebago	恶报
sebaco	恶报
searer	爾爾
seanna	按捺
seang	略阳
seanchan	班禪
seanchai	砍柴
seanan	暗暗
scuti	出題
scusa	肅殺
scuri	初日
scuol	錯了
sculis	粗糲
scula	徂徠
scudra	粗大
scudda	粗大
scrima	雌馬
scran	猝然
scranton	慘痛
scopi	草皮
sconeg	聦
scomi	糙米
sciver	刺耳
sciuti	磁體
scisme	辭色
scipio	刺破
scioli	磁力
scinde	此地
scimus	茨木
sciltian	持田
scilio	磁力
scieur	刺耳
scido	磁道
scicli	磁力
sciba	雌豹
sciama	雌馬
schwenke	乘客
schwendi	呈递
schwende	成徳
schweden	車燈
schwanda	暢達
schwaben	柴本
schut	出土
schute	除恶
schussen	椿森
schurman	黜免
schupe	除恶
schuon	莼
schuntra	純然
schunter	穿耳
schunk	莼
schuncke	船殼
schumann	川岸
schul	出炉
schulyer	初鹿野
schulung	出籠
schulson	出籠
schulkin	春霖
schulich	吹出
schukin	赤ずきん
schuir	會兒
schuh	出荷
schuf	初富
schuey	除恶
schuette	初めて
schueg	除恶
schudson	初冬
schucman	黜免
schub	除弊
schraner	穿耳
schouten	後藤
schoug	畴
schornen	超人
schongau	充足
schonen	充任
schöen	沈
schochat	抽查
schmidti	识大体
schmenge	成合
schmeing	扯平
schlaich	拆除
schlagle	尝了
schladen	差等
schir	炽热
schirnding	赤坂町
schio	赤迫
schin	吃膩
schimank	赤面
schil	吃了
schillig	飭令
schie	吃了
schienle	成了
schey	徹也
scheving	扯平
sches	车速
scheschian	陳世娫
schering	扯平
schep	扯破
schepiga	车票
schenzer	成澤
schenley	成了
schenk	沈
schenker	乘客
schenkel	乘客
schem	車馬
schellin	扯鈴
scheliha	合理化
șchei	徹底
schei	徹底
scheii	黒い
scheider	徹底的
scheidel	徹底的
scheible	吃不了
șcheiană	车间
scheiană	车间
scheg	憕
scheflin	扯鈴
scheer	赫尔
schedrin	掣電
schede	赫德
schedeen	車燈
schea	車馬
schaw	茶屋
schauman	黜免
schat	插圖
schar	茶入
scharoun	超群
scharn	嬋
schardin	差點
scharans	超然
schapiro	查票
schapira	查票
schanzer	穿耳
schanuel	禪學
schandau	汗だく
scham	茶木
schamoni	朝内
schama	蛤蟆
schaik	儕
schaghen	场合
schagen	常溫
schael	差額
schaedin	掣電
schad	差得
schadau	茶道具
sce	敇
sceólang	徹郎
scema	車馬
scelzi	冊子
scelsi	策励
scedenig	車燈
scean	側板
scaune	蠶蛾
scase	茶色
scarne	蠶蛾
scarling	擦亮
scantron	慘痛
scantlin	倉林
scansano	蠶桑
scanlon	蒼龍
scani	殘跡
scanians	蠶繭
scanet	蠶蛾
scandiai	餐點
scana	採納
scalzi	囃子
scaluian	擦亮
scali	财力
scalingi	擦亮
scaife	蔡鍔
scafa	操法
scadians	操典
scadding	裁定
scabo	財帛
sbille	逼了
sbiba	壁報
sbano	斑驳
sbank	半顆
sbagha	巴哈
sazhin	阿智
sazan	那咱
sayuri	語り
sayran	阿彦
sayowang	有望
sayid	阿依达
sayda	阿依达
sayaun	阿彦
sayans	阿彦
sayani	阿彦
sayana	阿彦
sayama	亞麻
saxman	阿曼
saxie	哪些
saxia	按下
saxenian	邪念
sawulu	武路
saweoi	阿尾
sawangan	王丸
sawaku	挖苦
savoye	奧野
savita	愛她
savinian	概念
savile	愛樂
savige	哀歌
sauli	阿闍梨
saudan	阿丹
satyan	阿彦
satun	大屯
satuan	彖
satoya	聱牙
satou	鰲頭
satomi	奥秘
satipo	体魄
satina	提拿
satima	艾瑪
satie	亚铁
sathan	阿寒
šatan	打探
sasun	大損
sasuntzi	安孫子
saß	撒
sasima	死马
sashie	史略
sashenka	伸开
sasheer	塞舌尔
sasha	愛紗
sasan	奥さん
sasana	薩那
sasai	阿薩密
saryan	阿彦
sarour	腌肉
sarounia	揉捻
sarobi	奧祕
sarnen	阿仁
sarman	阿曼
sariza	挨拶
sarita	愛她
sarien	阿仁
sarianna	黛安娜
sarhan	阿寒
sarena	阿仁
sareen	阿仁
sardou	阿斗
sarban	阿坂
sarao	打扰
sarangan	染缸
saquache	全車
saqchi	呵斥
sapori	破り
sapori	破り
sapolu	坡路
sapei	安培
saori	曜日
saona	导纳
sanzu	腕足
sanzo	安佐
sanzio	暗自
sanzin	暗自
sanzia	暗自
sanyo	案由
sanyas	按壓
sanyam	按壓
sanyal	按壓
sanxingdui	反應堆
sanwi	安危
sanwa	南瓦
sanusi	安寺
sanui	暗鬼
sanudi	女帝
santye	庵野
santya	按壓
santuc	按圖
santiago	半条
santarogan	扁桃苷
sanski	安寺
sanshodhan	燃燒彈
sansa	暗殺
sansanding	南砂町
sanrenqi	大人気
sanpa	暗盤
sanomi	奥秘
sanoma	暗碼
sannio	安妮
sanne	案內
sannar	按捺
sannam	按捺
sanmu	彈幕
sanmon	按摩
sanmi	嚴密
sanmiao	線描
sanmdi	安抵
sanlu	沿路
sankhu	安乎
sanjur	安居
sanjou	安居
sanjiv	胺基
sanjit	胺基
sanjirou	演じる
sanjil	胺基
sanjiin	氨基酰
sanjhi	胺基
sanja	鞍架
sanita	愛她
sanipu	安浦
sanin	安信
sanie	安謝
sania	鞍架
sanho	暗號
sanha	暗害
sangwali	党外
sangus	岸谷
sanguniang	娘娘
sangstha	紡紗
sangshad	紡紗
sangsar	唐賽兒
sangnier	丹尼爾
sanghatana	氧化碳
sanghana	莽汉
sanghabi	妨害
sanggani	当該
sangari	当たり
sanen	感恩
sandza	安達
sandye	庵野
sandve	安徳
sanduk	案牍
sandsend	安德森
sandru	案牍
sandri	安抵
sandre	安徳
sandra	安達
sandover	安道爾
sandoni	安東尼
sandøe	安徳
sandoe	安徳
sandmen	南大門
sandle	安樂
sandla	安達
sandlacu	安達邨
sandke	安徳
sandiway	南荻窪
sandis	安抵
sandip	安抵
sandii	安抵
sandić	安抵
sandía	安達
sandhu	安乎
sandha	安達
sandgren	讓人
sandes	安徳
sandeh	安徳
sandeé	安徳
sandee	安徳
sandbu	暗部
sanday	安達
sandale	完蛋了
sandak	安達
sandakfu	汗だく
sandaker	安道爾
sandager	安道爾
sancio	按此
sancin	按此
sancia	按此
sancian	安次郎
sanch	安插
sancheon	煙塵
sanbur	暗部
sanbon	岸波
sanaya	按壓
sanand	暗暗
sanai	安泰
sanage	哪个
sanadi	安抵
sanada	安達
samyang	那麼樣
samuru	母乳
samuli	牡蠣
samten	阿门
samran	阿曼
sampei	阿梅
sampao	阿猫
sampaoli	安茂里
samori	末日
samoei	阿梅
samiu	大谬
samita	愛她
samin	雅敏
samini	米妮
samina	米納
samimi	咪咪
samila	蜜蜡
samien	阿门
samia	阿米巴
samhan	阿寒
sameting	梅亭
samdup	薩姆
samchi	呵斥
samati	馬蹄
samarn	阿曼
samaot	阿猫
samanū	阿曼
samant	阿曼
samano	阿猫
samanı	阿曼
samane	滿額
samand	阿曼
samaná	阿曼
samalu	馬陸
samale	罵了
samaji	麻紀
samain	阿曼
samahang	马上
samadang	滿檔
samaan	馬鞍
salzig	薩裡
salyan	阿彦
salwan	阿蘭
salvinae	塞纳河
salvan	阿蘭
saltan	阿蘭
salou	大楼
salmonia	阿摩尼亞
salmen	阿门
salman	阿曼
sallu	洒落
salin	巴林
salima	利马
salige	骊歌
salie	伽利略
salier	裡爾
salice	蠡測
salibi	例幣
saliba	篱笆
salia	他倆
saletu	樂土
salemi	樂迷
salei	雜類
salbei	阿倍
šalata	邋遢
salant	阿蘭
salantai	蓮台
salani	阿蘭
salangen	蓮根
salana	阿蘭
salala	拉拉
salagama	阿拉巴马
salada	拉大
sakuye	枯葉
sakule	哭了
saklan	阿蘭
sakiz	あき子
sakita	愛她
sakima	艾瑪
saken	牙齦
sakela	克拉
sakchi	呵斥
sakate	卡特
sakao	奥尻
sakan	發刊
sajima	吉馬
sajida	即答
sajan	阿見
šai	隘
säi	澌
saiyid	愛意
saitta	愛她
saite	萊特
saisyu	愛慾
saisei	哀思
sairi	来日
saire	白熱
saipa	害怕
saini	欸乃
saina	採納
saimwang	待望
saimo	芥末
saimar	艾瑪
saimaa	艾瑪
sailwing	泰陵
sailum	愛侶
sailen	愛樂
saila	愛蘭
saiki	裁き
sai-ji	艾姬
saiin	爱琴
saigyo	哎喲
saigo	哀告
saifur	爱抚
saifun	爱抚
saiful	爱抚
saifa	派閥
saifai	艾艾
saiema	艾瑪
saiedi	哀帝
saidye	愛野
saidu	海渡
saido	愛島
saidis	哀帝
saidic	哀帝
saidel	爱得
saidanshah	愛宕山
saidaiji	卡带机
saich	愛吃
saian	再按
sahyan	阿彦
sahran	阿寒
sahour	猴兒
sahidian	指點
sahian	阿寒
saheli	河裡
saheb	射靶
sahayaka	華やか
sahashi	按察使
şahane	阿寒
sahand	阿寒
sahai	暗害
sagundai	管帶
sagua	沓掛
saguache	贯彻
sagoya	聱牙
sagon	阿公
sagisu	愛す
sagisi	哀思
sagani	甘い
saganing	干冰
sagai	大概
safyan	阿彦
safren	阿仁
safiye	愛野
safita	愛她
safewise	咖啡色
safewise	咖啡色
safdie	阿爹
safan	麻帆
safaian	案发前
saeng	阿蒙
saenchai	砍柴
saeman	額滿
saelan	阿蘭
saeima	艾瑪
saehan	惡漢
sadowa	凹窪
sadoun	阿斗
sadoul	阿斗
sadongei	東梅
sadman	阿曼
sadiya	抵押
sadiqi	底漆
sadije	阿爹
sadies	阿爹
sadier	阿爹
sadhan	阿寒
sadean	阿丹
sadayo	阿島
sadans	阿丹
sadano	阿島
sadanaru	大いなる
sadamu	大牧
sadami	大米
sadako	阿島
sadaji	打擊
sadaie	阿爹
sádaba	打靶
saclan	阿蘭
sacile	愛樂
sachrang	出讓
sachio	呵斥
sachin	呵斥
sachim	呵斥
sachie	呵斥
sache	納車
sacheln	大車輪
sacha	安插
sacchi	呵斥
sabuda	布達
sabtan	阿坂
sabran	阿坂
sablan	阿蘭
sabiti	蔽体
sābisu	鄙俗
sabin	阿炳
sabinson	濱松
sabini	比拟
sabingga	冰糕
sabile	逼了
sabie	愛別
sabeti	阿倍
saberi	阿倍
saben	納本
sabaya	拔牙
sabatang	白糖
sabaot	阿保
sabaos	阿保
sabans	阿坂
sabani	巴尼
sabajo	阿保
sabai	發白
sabaio	阿保
sabado	阿保
sabadazo	拓跋燾
sabaco	阿保
sababa	巴巴
sabaan	阿坂
saaren	阿仁
saami	阿薩密
saaman	阿曼
saal	撒哈拉
saadou	阿斗
saadan	阿丹
rzeka	沢尻
rzecze	嘖嘖
rza	砸
ryzing	煐
ryvang	楧
ryuzo	御座
ryuya	御窑
ryuuta	魚拓
ryusei	雨丝
ryurik	語り
ryumai	玉米
ryukyu	鬱鬱
ryukyu	鬱鬱
ryuku	迂闊
ryuko	迂闊
ryuho	愈好
ryudo	宇都
rytina	提拿
rysami	亜弥
ryota	猶他
ryoma	有馬
ryoji	游击
ryofu	妖婦
ryobi	由比
ryoan	幽暗
rynning	蘊釀
ryner	掩耳
rymour	幼儿
rymice	秘策
ryman	溢滿
rylie	漁獵
rylan	宜蘭
ryking	煐
ryken	牙齦
ryerse	葉色
rydingia	訂下
rydinger	迎える
rychenko	辰口
rybaki	抜き
ryans	雁宿
ryann	岩岸
ryabov	亚伯
rwenjura	問卷
rwand	丸大
rwala	挖來
ruzizi	姊姊
ruzici	自此
ruzhu	母豬
ruzan	玉簪
ruyter	入耳
ruyin	讀音
ruyan	孤雁
ruwan	鱼丸
rutuli	圖利
ruteni	特に
rutan	不談
rusling	副司令
rusizi	嗣子
rusiya	嘶哑
rushmere	輻射熱
rushi	句式
rushie	史略
rushe	虛設
rushdiye	祖師爺
rusha	肅殺
rūrutu	如圖
rurutu	如圖
ruqiya	氣壓
rüping	馮
rupen	覆盆
rupan	誤判
ruoxi	琐细
ruosi	国司
ruoju	坐具
runza	混雑
runyina	婚姻法
runge	軍歌
runen	君恩
rundi	昆弟
runde	混得
runda	尊大
runan	武男
rumoth	入墨
rumina	米納
ruman	不慢
rumansh	苏曼殊
rumana	麻那
rulin	武林
rulan	魚籃
rukuo	迂闊
rukai	锯开
rujun	督軍
rujie	女傑
ruini	灰泥
ruili	絵里
ruidi	溃敌
ruide	推得
ruhuna	忽那
ruhui	聚会
ruhuhu	呼呼
ruhubi	護庇
ruhig	入海
ruhama	蛤蟆
ruguru	故如
rugui	驅鬼
rugua	土瓜
rugezi	个子
rugeri	隔日
rugen	敷根
rugan	骨感
rugama	伽瑪
rufen	不分
ruefa	缺乏
ruedi	月底
ruebush	卻不是
ruddi	入隊
rudawa	大洼
rudao	居島
rudan	不單
rudai	足袋
rudaba	打靶
rucucu	粗粗
ruchu	滤出
ruchi	福池
rubinson	濱松
rubini	比拟
rubie	幕別
rubibi	比比
ruben	堀本
rubaie	白俄
rubaba	巴巴
ruari	誇り
ruang	鍠
ruane	款額
ruafa	華髮
rtings	庁
rtase	桃色
rruga	如皋
rrose	肉色
rroma	肉麻
rpu	獛
rozema	责骂
royte	を以て
royou	頗有
royan	破岩
roxin	窩心
roxie	摹寫
rowshan	奥武山
rowlin	お隣
rowen	博文
rou	讴
rouzi	豆子
rouzer	偶尔
rouyer	偶尔
routsong	有松
roush	歐式
roura	偶然
roumié	欧米
roume	歐美
roumer	偶尔
roulac	歐拉
roukhe	偶合
rouke	豆科
rouher	偶尔
rouger	偶尔
rouet	肉体
rouen	藕粉
roude	走得
rouder	偶尔
rouci	某次
rouchon	鉤蟲
roubo	肉搏
rotuli	圖利
rotaru	踏入
rotale	塌了
rotair	胎儿
rossi	肉丝
roslin	お隣
rosita	寺塔
rosii	肉丝
rosian	私案
rosey	肉色
rosenhan	森山
rosendin	森町
rosema	色麻
roscha	お茶
rosan	奥さん
rosana	薩那
rosae	肉色
roren	倭人
ronning	永寧
roningai	宁海
rongten	宮藤
rongshar	東砂
rongotai	動態
rongomai	龙脉
rongkun	從寬
ronge	同額
ronga	东阿
ronan	末男
ronaghan	空喊
romuli	牡蠣
romula	歐拉
romoli	茉利
romiti	謎題
romina	米納
romila	蜜蜡
romie	破灭
romen	我們
romei	渥美
roluo	菠蘿
rolita	利他
rolie	破裂
rolien	お隣
rolan	破烂
rokele	可樂
rohese	褐色
rogo	弱国
rogeri	隔日
rogatian	瓜田
rogala	嘎啦
roende	恩德
rodzi	若子
rodinian	歹念
rodian	澱
rodan	渥丹
rochus	お初
röchling	飭令
rochea	お茶
rochau	お初
rochat	お茶
rochas	お茶
robuchon	補充
roblin	お隣
robira	彼ら
robinson	濱松
robincon	賓從
robida	必答
rmean	梅安
rizhu	批注
riyue	子曰
riyale	雅乐
riyadi	压低
rixin	底薪
riwaka	哇咔
riusi	酒肆
ritan	密談
rishe	喜捨
risha	莉沙
risan	集散
ripoli	迫力
ripolin	撕破臉
ripapa	啪啪
ripan	批判
rintihan	濱田
rinri	近日
rinku	勤苦
rinke	仅可
ringu	筋骨
ringsend	青森
ringmann	盈滿
ringland	明蘭
ringhand	硬漢
ringgren	膺任
ringe	名額
ringbahn	停辦
ringbaan	停辦
riner	心耳
rindi	襟弟
rinda	音大
rinan	疑难
rimini	米妮
rimantas	満たす
rimada	馬達
rikai	劈開
rijiju	急劇
rihua	栗花
rigning	叮咛
riger	自個兒
rigan	旗桿
rifan	旗幡
rieti	解體
riete	艾略特
rieme	詰め
riemchen	謝忱
riele	裂了
rieke	解渴
riege	寫個
riede	寫得
riebling	挈领
riduna	頓阿
ridouan	鼻竇炎
ridan	子彈
ridala	耷拉
rico	日戳
ricou	西湊
ricini	次に
richu	滌除
richii	赤い
richepin	扯平
richenza	趁早
richenda	晨禱
richa	理查
richardian	喫茶店
ricei	日内
riboli	玻璃
ribisi	必死
ribao	皮包
ribane	半額
riang	良
riane	简略
riana	嘉納
riale	嫁了
riade	下地
riada	加大
riace	下册
riabi	加筆
riaba	下巴
rhyan	和彦
rhune	戶內
rhumor	活兒
rhume	虎門
rhudde	忽地
rhuax	花序
rhougion	後宮
rhona	後納
rhombian	好辯
rhoma	好嗎
rhodians	耗電
rhodiano	好調
rhodesia	豪徳寺
rhoda	浩大
rhisling	飭令
rhime	始め
rhian	晦暗
rheta	河灘
rhens	恨死
rhene	河内
rhena	很怕
rhenanie	真摰
rhemer	赫尔
rheia	河下
rheges	喝个
rheged	喝个
rheede	赫德
rhedam	何だ
rheba	射靶
rhatigan	海关
rhano	翰墨
rhana	旱獺
rhalina	沙里奈
rhaeti	合体
rhadigan	海关
rhade	炸得
rhacodes	豪徳寺
rgveda	哥大
rezun	河鳟
reznog	礽
rezgui	悪鬼
rezeni	惡賊
rezai	和哉
rezaei	惡賊
reynsong	運送
reweti	略微
rewari	額外
rettou	鹅头
retin	額田
retan	歌壇
retama	拓馬
ressha	扼殺
resita	寺塔
resil	饿死了
reshpu	略述
reshmi	悪事
reshma	扼殺
reshid	悪事
reshat	扼殺
resham	扼殺
reshad	扼殺
resen	惡神
reraya	尔雅
requa	恶犬
repura	僕ら
repola	泼辣
replie	恶劣
repin	萼片
repide	辟地
renzi	本子
renzel	恩澤
renza	紛雜
renya	肯亚
renxu	認許
renuci	恩賜
rentoul	恨透了
rensi	粉丝
rense	本色
renong	穠
rennu	憤怒
rennau	恩納
rennae	恩納
renleng	冷冷
renke	文科
reningen	佞人
renina	恩納
rénier	逆耳
renier	逆耳
rengui	悪鬼
renge	本歌
renfu	分赴
rendo	恩多
rendle	恩德
rendez	恩德
rendel	恩德
renda	很大
rënda	人大
renati	恩爱
renan	色男
renana	恩納
renamo	那末
remole	摸了
remise	米色
remini	米妮
remina	米納
remède	惹得
remans	額滿
remai	叶脉
reloj	热络
relman	額滿
relin	隔邻
relig	悪霊
relhan	惡漢
rejwan	扼腕
reiwa	北瓦
reithian	黒田
reita	碑拓
reise	黒色
reinking	北寧
reini	肥腻
reima	飛馬
reimarus	北馬込
reile	没了
reiku	陪哭
reiju	悲劇
reiji	培基
reihe	黒河
reifling	威令
reide	黑得
reicher	人力車
reice	北側
reibo	微波
rehren	惡人
rehman	額滿
rehana	惡漢
regua	地瓜
regon	俄共
regensen	根深
regele	隔了
regan	何干
reeman	額滿
redwan	扼腕
reduco	略奪
rednan	鹅蛋
redman	額滿
reditu	底土
redban	鹅蛋
reć	惹
rechru	厄除
reche	客车
recha	格差
recai	地裁
rebolu	波呂
rebman	額滿
rebiya	比亞
rebibo	臂膊
reben	各奔
rebane	半額
reang	略阳
reaban	阿坂
rba	叭
rbati	拔腿
raziye	紫野
razihi	阿智
razei	馬賊
razdan	阿丹
razan	那咱
razai	擦在
rayyan	阿彦
rayudu	鱼肚
rayman	阿曼
raylan	阿蘭
rayile	逸樂
rayev	染液
raydan	阿丹
rayana	阿彦
rawene	文略
rawai	打歪
ravdan	阿丹
rauwshan	阿蘇山
rautian	大谷田
rauman	阿曼
rauli	阿闍梨
ratman	阿曼
ratingen	听闻
ratina	提拿
ratamo	拓磨
rasuli	俗吏
rasie	阿斯特
rashnu	阿叔
rashedia	社殿
rasenna	大森南
raschi	呵斥
rasag	阿桑
rarita	愛她
rarden	阿仁
raqan	呵欠
rapola	泼辣
rapman	阿曼
rapire	疲れ
rapin	阿片
rapida	捱打
rapala	啪啦
raoul	繞路
raouda	毆打
raoni	草拟
rao-de	凹地
ranyah	按壓
ranui	暗鬼
rantum	按圖
ransil	安寺
ranpur	安浦
ranpo	殘破
ranongga	弄乾
ranomi	奥秘
ranoji	胺基
rannva	按捺
rannie	安妮
ranke	蘭科
ranjit	胺基
ranin	安信
ranier	逆耳
rania	鞍架
rang-tan	棒壇
rangpara	艶ぱら
rango	安國
rangjung	安廣
ranelli	安和樂利
randoni	安東尼
randmeer	韩德尔
randle	安樂
randisi	冈底斯
randes	安徳
rander	安徳
randem	安徳
randee	安徳
randau	案牍
randal	安達
ranco	安厝
rancic	按此
rance	散策
ranbir	岸壁
ranaji	那幾
ranade	拿得
ranada	安達
ramzan	阿曼
ramune	木訥
ramudu	目睹
ramsen	阿门
ramose	墨色
ramosa	摩挲
ramoma	秣马
ramoji	墨跡
ramoen	阿门
ramini	米妮
ramila	蜜蜡
ramien	阿门
ramia	阿米巴
ramenghi	猛志
ramdan	阿丹
ramba	阿米巴
ramban	阿坂
ramayyan	大麻烟
ramayana	大麻烟
ramavo	阿猫
ramapo	阿猫
ramanu	阿曼
ramans	阿曼
ramann	阿曼
ramani	阿曼
ramana	麻那
ramalina	麻里奈
ramai	大麥
ramadu	馬渡
ramadn	阿曼
ramada	馬達
ralin	巴林
ralingen	鈴本
rakubian	擴編
rakosi	奥寺
rakman	阿曼
rakiya	哎呀
rakitu	爱徒
rakai	拉開
rajiva	阿嘉
rajio	染疾
raizo	挨揍
raizet	愛沢
raizal	挨拶
raiyah	哎呀
raithu	爱护
raitha	愛她
raissi	哀思
raisio	哀思
raisa	愛紗
rainn	碍难
raina	採納
raimo	芥末
raimi	白糸
raimat	艾瑪
raimar	艾瑪
railey	愛樂
railex	愛樂
raila	愛蘭
raiko	隘口
raijua	愛橘
raija	愛甲
raigye	愛野
raign	哀感
raiga	哀告
raido	愛島
raidne	爱得
raidió	哀帝
raides	爱得
raideen	爱德蒙
raico	艾草
raich	愛吃
raice	外側
raible	愛樂
rahwan	阿寒
rahui	雅慧
rahsan	阿寒
rahowa	凹窪
rahotu	凹凸
raḥman	阿曼
rahman	阿曼
rahima	艾瑪
rahen	阿嬸
rahemi	和弥
raheli	河裡
rahani	阿寒
rahang	蚢
rahane	阿寒
rahami	哈密
rahadian	耗電
raguse	古色
ragon	阿公
raglan	阿蘭
ragen	紮根
ragan	麻杆
rafute	伏特
rafuse	膚色
rafiqi	愛妻
rafida	捱打
raffei	阿飞
rafala	髮蠟
raeren	惡人
ræling	龄
rælingen	鈴本
radwan	阿丹
raduri	渡り
radun	打盹
radul	阿闍梨
radoub	阿斗
radman	阿曼
radiex	阿爹
radfan	阿丹
radechon	得寵
raddai	阿呆
radama	大麻
racjin	阿津
rachiv	呵斥
rachit	呵斥
rachid	呵斥
rachidia	吃掉
rache	納車
racha	安插
rachae	差額
racchi	呵斥
racan	馬喰
rabtan	阿坂
rabita	愛她
rabisu	鄙俗
rabie	愛別
rabier	比爾
rabideau	阿鼻地獄
rábida	必答
rabhan	阿寒
raben	納本
rabdan	阿丹
rabany	阿坂
rabani	巴尼
rábade	拔地
rababi	芭比
raa	呵呵
raazi	あや子
raanan	暗暗
raachi	呵斥
ra3	阿三
qyteti	液體
qwardian	外电
qwaqwa	娃娃
qwaqwa	娃娃
qutugu	土谷
qutan	不談
qusai	堵塞
qurayshi	暮らし
quraishi	怪事
quone	唢呐
qunyi	轮椅
qunglun	光轮
qulin	武林
qulie	粗劣
quiyi	退役
quitu	繪圖
quise	退色
quiraing	最让
quinian	怀念
quilshan	葵扇
quillian	嘴臉
quibi	规避
quian	罪案
quiangan	江岸
quhele	喝了
qufei	租費
quema	躍馬
quede	絕地
queda	絶大
quechan	穴川
qudat	去到
qudama	大麻
qudadi	大敵
quchi	福池
qub-i	趨拜
qubei	須貝
qubadian	保典
quaye	花野
quate	夸特
quanjude	斷絕
quangtri	礦體
quama	跨马
quali	花笠
quala	嘩啦
quaerite	阿尔斯特
quaen	寡恩
quadling	華鈴
quade	刮得
qmodem	摸得
qline	鱗葉
qliner	裡爾
q-like	藜科
qleibo	利博
qizhi	礼治
qiyun	词韵
qixin	底薪
qixia	撕下
qiwen	西文
qiwei	比为
qiuzi	牛子
qiuqi	劉玘
qiumu	牛牧
qiuci	秀次
qitai	体态
qirui	雌蕊
qiren	敵人
qiqihar	齊齊哈爾
qiong	雄
qiongya	瓊瑤
qionglai	弄来
qinxi	民喜
qin-lian	勤练
qing-zhu	興築
qingyiyuan	縣議員
qimou	密謀
qimin	子民
qimen	祁门
qimei	低眉
qilibi	例幣
qikou	溪口
qijia	愛甲
qigai	气概
qiemo	切莫
qidan	子彈
qibao	皮包
qianshun	婉顺
qiana	嘉納
qhera	赫然
qer	尔
qenya	肯亚
qenawi	恩爱
qemali	马力
qee	諤諤
qdoba	倒把
qchem	車馬
qba	叭
qayoumi	亜由美
qayin	打印
qatun	大屯
qasile	死了
qarshi	兒時
qarhan	阿寒
qareen	阿仁
qaran	愛染
qaqun	抜群
qanuni	安妮
qansuh	安宿
qango	安國
qandil	安抵
